original_idx,label,contract_address
388216,"msg.value==trialPrice,""Incorrect ETH value""",0x6fbf7d655d528c93f45b9703bf56a523bbdfd927
186700,"bytes(vaultName).length>0,""E2""",0x5b0b687c40c3274272535bde7f5d19861fd9e23e
168804,"_totalMinted()+1<=MAX_SUPPLY,""Minted out""",0xee71025bf3f08e43a5698b44bf456670a4ed5c0c
489943,"playerNumbers.length<=90,'too many numbers'",0x7f5ca8e9664d66fc7c11d26c7d9b750988d5c8a7
20846,"info.stakingRewards!=address(0),""not deployed""",0xba4f753781b1e7a9e2a46618b7721a4685206020
131228,"block.timestamp>=WL_STARTING_TIMESTAMP,""WL minting has not started yet!""",0x160c404b2b49cbc3240055ceaee026df1e8497a0
52689,"userLpBalance.add(amount)<=userLpLimit,""Cant stake more than lp limit""",0x2d92f63e7584f432cb9b546ebd616f56df84c6a8
65078,balanceOf[to]+amount<=maxWallet,0xd31ba020fc3c1d58ce7a4698d232ea9272dadab9
222973,"totalSupply()+claimPerMint<=publicMintMaxSupply,""maximum mint reached""",0x3d9ef366b0281cfdc70882bada87fb47871e03a5
485779,"super.balanceOf(to)+amount<=INITIAL_MAX_HOLD,""Forbidden""",0x905ff01bf05bbd2de91b3f09cc86187ea07edec3
72672,"msg.sender==developmentWallet,""Invalid Caller""",0x5368a63d3b141a28bd389ec3893667b5287ff8b8
43355,"msg.value>=PRESALE_PRICE,""VALUE_TOO_LOW""",0xdf0e921f7e5a837805bfbe02012db648a12d72cc
503897,"msg.value==ETH_FEE,""value sent does not match with eth fee""",0xeb2bf89f55e97b330291b9dd54798b82eda7a4b3
234497,"mintCount[msg.sender]<walletLimit,limitRevertMessage",0xdb8fb781777bf70caea8e48b31ccf83c4e20f659
149853,"soleOwner()==_msgSender(),'Ownable: caller is not the owner'",0xe007b44afb1428a48433fad7323040f75e12d7e0
319894,"getPrice()*count<=msg.value,""Insufficient eth""",0x7f37c676629940da75a3c26006389c0ac454fa4e
364196,authorized[msg.sender]||owner==msg.sender,0x9d7dcd5669bfb1e1cd4a1b4cb987a6b34714d70c
155831,"msg.value==tokenPrice*_numberOfTokens,""Incorrect ether sent""",0xf5ebf6919a11e91df989d98dbc4c2fe85a9ca48c
333451,"pupPrice.mul(numberOfTokens)<=msg.value,""Ether value sent is not correct""",0x200c2f5ee02ac6774439e5a8dacd12b26bf71aca
326033,"balanceOf(msg.sender)+_mintAmount<=FREE_MINTS_PER_WALLET,""Free mint limit exceeded.""",0x7657e09060f9f1f9d877bb0cef2628a41377dfc0
358310,"msg.value==getItemPrice(),'insufficient ETH'",0xc3f97535708c4bf572adb8f937661e010aa1436a
492474,"claimers.length==amounts.length,""Arrays lengths does not match""",0x1d99a6742c8ccd7d390dcdd9079f06e198a547d6
413881,"msg.value>=presaleCost*quantity,""Not enough ether!""",0xd62203256515c07e0ea3f291a3cc1088f98a3018
1714,"ERC721.ownerOf(tokenId)==from,""ERC721: transfer of token that is not own""",0x3d41832e9d70cb232e7c14e2170116a419d8ad27
439832,_msgSender()==walletOne,0xdb51876b37f7fd59fa54494c7badd96f44ed5137
90157,"_users.length==_userDeposits.length,""Length mismatch""",0xf8f0048484151a5e62dc8b419761791a8a587cfc
340414,"msg.value==Public_Sale_Price*_count,""incorrect ether amount""",0x63000a5ea76b4ad5f18c6baa2a22f0f38b1bd6eb
497389,"paidWhitelistPool.supply-paidWhitelistPool.minted>=amount,""Not enough paid whitelist supply""",0xe6618b248bce881e14b945ce0e487eefad1a88d5
149862,initialWallets.length==shares.length,0x3d37eb1ad0cc20e123a2e34cf58eb38ba068dbd3
14844,"msg.value>=mintPrice*nr,""Not enough eth send""",0xb0c51f9255f68ae6d5ac6f80e92149cdc2e6e6f0
318242,"externalMintCounter+_quantity<=MAX_EXTERNAL_MINTS,""Sold out""",0x243c402d52726ade5d742caa23d88d8c62948e9e
29780,"msg.value==cost*_mintAmount,""Wrong amount of Ether sent""",0x16de9d750f4ac24226154c40980ef83d4d3fd4ad
506078,"msg.value==e.publicPriceWei,""Incorrect payment""",0xe0cb15f90a9fa1e7d7f69a6d054b934989ed013c
26942,"ClubToken(clubToken).mint(committer,reward)",0x521d32f3d23f1fc82b1dbe306edc3ef668e5d973
1776,"block.timestamp>=preSaleDate,""Sale has not started yet""",0xfd2d02616b3cd2e48a755797c83afeb91f25c475
330363,"appId()==preAppId,ERROR_PROTECTED_STATE_MODIFIED",0xef9d312e1e1a662182b1aeb429d4132bdede12b9
342796,"block.timestamp<endsOn,""presale has ended""",0x9521b59d0531e42f746a7a2d7e096029c891acd8
424951,"escrowedAt[tokenId]==0,""Already in escrow""",0xc06f40e6bfbb51e0239ab3fd5a56076158c1bc95
373537,"totalSupply()<=freeSupply,""free supply reached""",0xf183ea2adf959ad832a1a9c348597c8ae77c1994
60894,"(msg.sender==MarketItemDatabase[tokenId].nftCreator&&MarketItemDatabase[tokenId].nftOwner==address(0))||msg.sender==MarketItemDatabase[tokenId].nftOwner,""ERR:6""",0xd63b49eb1afd14c0ed636ac58805a39a29b3b1c4
196778,"policies[asset].controlVariable!=0,""Policy not initialized""",0x795fe2361631acae182849a37c803d1b0cee2b42
2514,msg.sender==icoManager||msg.sender==_account,0xa55fc2f935e5decd52685e28c9f1e94528f86c70
45866,"block.timestamp>=_launchTimeEpochSeconds,""Not on sale yet.""",0x70313e35099089154f5361ba68c46128898e83c9
307374,"addressToBadge[msg.sender]==0,""Receiver already has a badge""",0xabc207502ea88d9bca29b95cd2eee5f0d7936418
185339,"msg.value==_presaleprice,""Must send correct price""",0x33bab1d50e18ec445715dec2dfcc23c58932ba91
395965,payable(a5).send(bal5),0xddd1d123e53a1acf61a47ba592e62b240199b1a6
224752,"msg.sender==poolManager,""!auth""",0x4181e561b42fdad14c68b0794c215deb9bc80c8f
346534,"presaleMinted[msg.sender]+_amount<=maxPresaleMint,""Exceed the presale limit""",0x95ad01c2180ce793257ad79b4bc6131840a82b39
22586,"IERC20(feeToken).transferFrom(msg.sender,feesStaking,stakingFee),'PinkslipNFT: Not enough balance'",0xf8dfc7c823c819f74458ca73cf1ef1dddb23e2ad
164529,"signersRep.containsSigners(_signers),""Bridge: bad signatures""",0xc6895a02f9dfe64341c7b1d03e77018e24db15ed
378225,"_publicBLOOD.current()<BLOOD_PUBLIC,""Purchase would exceed BLOOD_PUBLIC""",0xdf8adf72b8ffd03c72145093c69ca4b676533004
64701,"lockInfo.unlockTime<=block.timestamp&&lockInfo.lpToken==tokenAddress,""Tokens are still locked or LP token mismatch""",0xcb669c9ee480ff5332d81a86feffbb8fc5e420ef
69263,"pool.status==Status.Closed,""Manager: claim not available""",0x7bfc8b7c5a7f2dcc795c5eba02ed9eb9b5b7910c
369850,"insideFraudProofWindow(_batchHeader),""State batches can only be deleted within the fraud proof window.""",0x6786eb419547a4902d285f70c6acdbc9aefadb6f
108999,"IERC20(fftAddr).transferFrom(tableAddr,vaultAddr,profitOfVault)",0x0076f6bdd3dc40a2d254809046c953b802cab44b
36404,"gateway.isContract(),""NO_GATEWAY_DEPLOYED""",0x3085d0c7cd1b8762a14a5c05a57eff5ca21baf97
82498,"msg.value>=presaleCost*count,""Not enough fund.""",0x8441dcfad9cde04e67ce784dd058bf599ecad4ec
67261,"addresses_.length==amounts_.length,""Array lengths mismatch!""",0x4942f853b76f37e8e02e0c4aa6374f2b1057d973
54575,pot.unlock_-1<block.timestamp,0x3190639cd79936b82385856ef6637c588aae392f
289772,msg.sender==blockimmo(),0xc30e680d1a6d2f2d4e79878c0108842e2994314b
