original_idx,label,contract_address,etherscan_ok,compiler_version,n_files,compile_ok,message
376399,"ids[i]<=9999,""exceeded max amount""",0x4758f5189cecb2384e54389d1439cb8ebaf15565,True,0.8.9,17,True,Compiled OK
383005,"tokentoken.transfer(destination,amount)",0x1dc378ebc882506182a47552dc23b99d0fb3b6ad,True,0.7.4,1,True,Compiled OK
343831,"saleisactive||expiretime>timestamp,""max users reached""",0x575012a8aeda508766034f3e038bad20185fd21d,True,0.8.0,1,True,Compiled OK
206371,"_amountforproject+_amountfordevs<=_maxsupply,""hotm.constructor: max supply should be higher than amount for devs""",0xb5c77614bf35244bf2e05eae16299849e7484238,True,0.8.7,16,True,Compiled OK
76904,"msg.sender==taxwallet,""require tax wallet.""",0xf327c89bf0769f0f2e99e50232557f03aad6cc17,True,0.8.22,6,True,Compiled OK
315626,(getunfrozenamount(msg.sender).sub(withdrawnbalances[msg.sender]))>=_value,0x609d6f40eed97ec8a96cb9bca78d73caa6225b8a,True,0.5.9,1,True,Compiled OK
416653,"rewardtoken.transferfrom(msg.sender,address(this),amount),""token transfer failed""",0xe5cd0e64bd3dae67d29c9280c09305ce03f120fd,True,0.8.0,1,True,Compiled OK
299382,"registrymap[hype]!=0,""not exists""",0x31ccdb5bd6322483bebd0787e1dabd1bf1f14946,True,0.7.6,1,True,Compiled OK
363502,"dpr.transfer(msg.sender,release_amount),""merkleclaim: transfer failed""",0xec14e1a294c3378ed4bc2501572c4d6d636404de,False,,0,False,Skipped existing project
33908,totalsupply()<max_yachts,0x70624df0bac10baf0a44da6430c79e13231294d6,True,0.8.4,15,True,Compiled OK
6829,"termscontract(debtorder.issuance.termscontract).registertermstart(debtorder.issuance.agreementid,debtorder.issuance.debtor)",0x10512440113cb6cb613be403135876d2e0a42c0b,False,,0,False,Skipped existing project
43779,balances[coo]>=value,0xc5807256e2e2fe85ca94c3617c4bc5ff2bd9cfb6,True,0.4.23,1,True,Compiled OK
205637,"msg.value==swapargs.gasamount+swapargs.amount,""iv1""",0x026030fc8539ba6065d35228097e58a982d030f2,True,0.8.9,27,True,Compiled OK
82982,"stakecontracts[msg.sender]==true,""only stake contracts can execute this function""",0xbbfcd56457876ffeaa81f54865aa6083f542a7b0,False,,0,False,Skipped existing project
9002,ethfunddeposit.send(this.balance),0xa6ba0aa61ccd254fd92d548dfe87d06533649c12,False,,0,False,Skipped existing project
282900,msg.sender==address(slg),0xba680d7436bbbf5655f7eed4641bec306d555cff,True,0.5.7,1,True,Compiled OK
286781,"fvote[fed]>uint256((_totalsupply*51)/100),""setnewfeddao requires majority approval""",0x0000000000f0be9b330fadfd141b63b93e1c3c84,True,0.6.12,6,True,Compiled OK
396864,"verifyownersignature(keccak256(abi.encode(msg.sender,_amount,_claimnonce)),_signature),""invalid signature""",0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,True,0.8.0,10,True,Compiled OK
395821,"nftwescrow.getworldinfo(tokenid).owner==_msgsender(),""e9""",0xd9d3b97437e164c22c92f51b5e428b5aefd72b0e,True,0.8.11,17,True,Compiled OK
25300,"ownermintedcount+_num<=publicsalemintlimit,""max nft per address exceeded""",0x9a70a47a207fc2e40979a851098858d80e3eff70,True,0.8.9,9,True,Compiled OK
20588,"msg.value>=publicsaleprice*amount,""maisonfaceless: insuficient funds""",0x9385625f808a8749bb00398e04718a76c1de5c40,True,0.8.7,15,True,Compiled OK
362638,"mint(_adresses[i],_values[i])",0x6393e822874728f8afa7e1c9944e417d37ca5878,False,,0,False,Skipped existing project
179273,"(mintcount[msg.sender]+_quantity)<=maxperwallet,""max mint per wallet exceeded.""",0xab672f00d138b5f6aca83891e1da31e7658bf1fd,True,0.8.17,7,True,Compiled OK
163127,"totalsupply()+qty<=maxpresale,""presale out of stock""",0x96af82014d4352f36209590960d8160f2d4439e1,True,0.8.10,16,True,Compiled OK
468964,"mintedtokensall+quantity<=tokencount,""max nft limit exceeded""",0xb7663464fa548f4430dcd26426a05eb1b12b6b97,True,0.8.17,11,True,Compiled OK
168238,"msg.value>=whaleprice,""incorrect eth amount""",0x070803e6542bf7bbfa0a8aef00b11fe590e8b9be,True,0.8.19,9,True,Compiled OK
289457,"giveaways[_drawid].isfulfilled,""setmerkleroot: draw not fulfilled""",0x372268f6589b3cac3de7c79d68cb7c0330e7eb57,True,0.8.4,15,True,Compiled OK
311629,"_total[msg.sender]>0,""vesting: no vesting schedule!""",0x05927a6da8d004e9b26ca7ae6e6523470ab02da4,True,0.8.0,6,True,Compiled OK
210148,"incomingrouters[msg.sender],""gateway/only-router-allowed-to-call""",0x634f036fe66579e901c7ba34e33df422e37a0037,True,0.8.21,4,True,Compiled OK
334774,beautytoowner[_tokenid]==_from,0x26b5bf54e03bb6d42c27ef4364f72a2bf1eff3d2,True,0.4.19,1,True,Compiled OK
497507,"amount+spent[from]<(lockupannualspend*3),""spend too high""",0x39b037f154524333cbfcb8f193e08607b241a44c,True,0.8.7,5,True,Compiled OK
9509,"isvalidclaim(numpasses[i],amounts[i],mpindexs[i],merkleproofs[i]),""one or more claims are invalid""",0xe6b1add7d1497d726ba2635ac0716f06adceca5a,True,0.8.4,22,True,Compiled OK
294759,validators[msg.sender],0xdc71d5ef5af9340881d108d853bdb64b60d62020,True,0.4.24,1,True,Compiled OK
38974,"adminarray.length>admininfo.index,""administrator is already rejected""",0xa6c15aca6ab411de8eef8b5d54e9cd5aa807462a,True,0.4.25,1,True,Compiled OK
177852,"merkleproof.verify(merkleproof,whitelistmerkleroot,keccak256(abi.encodepacked(recipient,tokenid))),""[recipient address + tokenid] is not in whitelist.""",0x9a9cfe80f62a624ea20c26e88200dbe9d83a8dfc,True,0.8.12,12,True,Compiled OK
429374,"msg.sender==voteaggregator,""governor: only vote aggregator can call""",0x6623884da17e2a0bff68773a5376292d5142aee4,True,0.8.17,68,True,Compiled OK
54741,"minted[msg.sender]+_mintamount<=presalemaxmintamount,""purchase would exceed max tokens for presale""",0xacc908bbcd7f50f2e07afaec5455b73aea1d4f7d,True,0.8.7,0,False,No files written (empty SourceCode or sanitized away)
143500,"teamcounter+_quantity<=max_team_supply,""would exceed max team supply.""",0x7274ce3ef4f471123ef27654521dda6410a30305,True,0.8.7,15,True,Compiled OK
386004,"balanceof(msg.sender)>=0,'error: must own burn to claim reward'",0x80d3fd6d083a00536ace08ca550d583012e5b9a3,True,0.6.8,1,True,Compiled OK
363814,"accounts[msg.sender].isadmin==true,""sorry, you need to be an admin""",0x52daf33dac423ca3d63e53b098e3edab3acfdb0e,True,0.8.2,15,True,Compiled OK
123183,"s_requests[_requestid].paid>0,""request not found""",0x666184a1f8d765e32f44096dfa7123b95a386f5f,True,0.8.17,7,True,Compiled OK
56022,"address(_newwhitelist)!=address(0x0),""whitelist address is zero""",0x17f3af25e9a7463c35bb7f9aa3f7e633eaa5160d,True,0.4.25,1,True,Compiled OK
364196,"_symbolmap[_symbol]==0,""symbol exist""",0x9d7dcd5669bfb1e1cd4a1b4cb987a6b34714d70c,True,0.7.6,1,True,Compiled OK
320395,((msg.sender==_owner)||(msg.sender==_dev))&&(_newrate>=0),0xcd582662a13d89eb9a8a458e452ae691be379c14,True,0.4.23,1,True,Compiled OK
62804,"msg.value>=requiredvalue,""sent ether is too low""",0x51c5921b950890ca27c9020e2682c3f66980e373,True,0.8.9,5,True,Compiled OK
32838,"vestingschedule.totalamount>0,""no tokens to withdraw""",0x6ce5fb870f14d16258d95c133d246b3189e804de,False,,0,False,Skipped existing project
303064,payees.length>=_payeeid,0xf001f2be101bca44997a3d3fcd6327dc3d8bd45c,True,0.5.2,1,True,Compiled OK
298247,"refererid[_referer]==0,""createrefererid: referal id already assigned""",0x85562c67ce4c4cad70ebc63693264fde4d1d6d97,True,0.5.17,0,False,No files written (empty SourceCode or sanitized away)
277426,"creepykids.totalsupply().add(numberofcreepykidstomint)<=max_supply,""exceeds max_supply""",0xdacf63a030ba491e0bf7bb6bf2188c5583027bbf,True,0.7.3,1,True,Compiled OK
363253,"msg.value==_batchcount*price,""invalid value sent""",0xb6ed22af100fd608ed687c97faef4b042cd7d4af,False,,0,False,Skipped existing project
186700,"_as.vaultparticipants[vaultid][i].paid>0,""e6""",0x5b0b687c40c3274272535bde7f5d19861fd9e23e,True,0.8.13,34,True,Compiled OK
229907,"newseason.starttime()>=prevseason.endtime(),'series: invalid start time'",0xe79850aacd3ad0b50b747837410ae5d7c38d5caa,True,0.8.4,10,True,Compiled OK
363948,"bullsprice.mul(numbulls)<=msg.value,""not enough ether sent for this tx""",0x16f15c1c26e0c48a0dc2ae706f24c80ef27459e7,True,0.7.6,0,False,No files written (empty SourceCode or sanitized away)
27438,sell.length==indices.length,0x38a15c192acd28647b3bbf09cb298914dd2d102b,False,,0,False,Skipped existing project
206245,"supply+numberofpieces<=max_supply,""purchase would exceed max supply of nft""",0xe5247312013a24b90cd99cfeba55b17e18ee1dab,True,0.8.10,1,True,Compiled OK
332889,"unstaking[msg.sender]==true,""account is not unstaking""",0x883d651429b0829bc045a94f288f3b514021b8c1,True,0.5.16,13,True,Compiled OK
277591,"address(wrappedtoken)!=address(0),""!wrapped""",0xced5dd3312f415ca0b0457481f0c260db3bd89ad,True,0.8.6,3,True,Compiled OK
465783,"getpair[token0][token1][stable]==address(0),""pe""",0xcb4f7ed59a4fedbdca972bb18007c833f70c0a08,True,0.8.11,55,True,Compiled OK
351757,getprice()>_startingprice.mul(100),0x8f1b90f02a53a835f05c2095dfd6e213136898ca,True,0.8.7,1,True,Compiled OK
18053,"msg.sender==management,'only management may call this'",0xf94e4ee9a0aca2193c0e9d38f60202382eafbf4f,True,0.7.4,3,True,Compiled OK
319633,"_totalsupply.current()+_tokenids.length<=maxsupply,""nft: not enough supply""",0x23a5ddd62aac108d1e1a81aa2b83a59055963e9e,True,0.8.11,20,True,Compiled OK
30394,refs[msg.sender]>0,0xc772f561ae5fe29172de90441f44584d50f63528,True,0.5.9,1,True,Compiled OK
187398,msg.value>(last_deposit[msg.sender].div(10))+last_deposit[msg.sender],0x3981b488750bb98e3255aa685eb148ccd75ebdf7,True,0.8.21,1,True,Compiled OK
220365,"partners[_partnerid].contractaddress!=address(0),""invalid partner.""",0x24e7ec43d38e0f1da47e9fd1c0917f167b837cfe,True,0.8.9,7,True,Compiled OK
79221,"_isexcludedfromconstraints(msg.sender)||(balanceof(_msgsender())>0),""balance must be greater than 0""",0xedaa9d74062b532dfb9fd86bfeb5639529b07e2b,True,0.8.22,1,True,Compiled OK
356310,"isapprovedcontroller[msg.sender],""err_not_approved""",0xed325fe6b457d01222d05ac0903c974a8a3bfe78,True,0.6.12,7,True,Compiled OK
397679,"ierc20(tokenaddress[vaultaddress]).allowance(msg.sender,address(this))>=amountin,'no allowance'",0x13d2f1686c44000af3193b9117f5f779041af091,True,0.7.5,22,True,Compiled OK
473666,"msg.value>=mintfee.mul(count),""insufficient fees""",0x073f9dd5fd2911d797fe97b6d487e6c25b138bb0,False,,0,False,Skipped existing project
34605,"totalsupply()+num<=maxsupply,""resource exhausted""",0xd9109f208616326b1d016eba70316af1b0b42487,True,0.8.4,13,True,Compiled OK
398225,"moderators[_from],""address is not a moderator!""",0xc36da2edf8cff98a40126545af68b14858aa2711,True,0.5.16,1,True,Compiled OK
174868,"tokenid==(_currentnounid-1),'not latest noun'",0xb1b25eeb1026cb947b3f65a5cc123fc28b13eee6,True,0.8.6,18,True,Compiled OK
490454,"isonallowlist(msg.sender),""not on allow list""",0x9ba596da06da0bf9105e58a792b455b7f9b15c70,True,0.8.15,8,True,Compiled OK
472226,"phase[_currentphase].maxtokens>0,""phase is not active""",0x5d267900b71b0170ccd1c5405eae6c7fc4a62317,True,0.8.15,1,True,Compiled OK
40642,recoverykeys[msg.sender]==0,0x27500ae27b6b6ad7de7d64b1def90f3e6e7ced47,True,0.4.15,1,True,Compiled OK
436343,"block.timestamp<=claimdeadline,""claiming is complete""",0x7623e9dc0da6ff821ddb9ebaba794054e078f8c4,True,0.8.13,7,True,Compiled OK
228275,msg.sender==token||msg.sender==owner(),0xde84197ac14f135e52a49f5dbe0ab2b6b77036d8,True,0.8.17,1,True,Compiled OK
34572,tradingstarted||transferable[_spender],0x0beab0ffa882bf49a2cc49b2e5aabfeb51f70082,True,0.4.21,1,True,Compiled OK
148564,"block.timestamp>pool.startdate+90minutes,""bet,game is not start.""",0x3e0f58f68a64f6c4700e87fdd69bc81089f8ac4e,True,0.8.17,1,True,Compiled OK
49943,"_timeperiods.length==_tokenamounts.length,""_timeperiods & _tokenamounts length mismatch""",0x9eb5dce9e415345d4a1a70b7a5f6b0a00da87b19,True,0.6.12,48,True,Compiled OK
501779,"phase.configs.endtime>=block.timestamp,""ended""",0xd97f89d538e5bf02bf36da9a40384a589a466879,False,,0,False,Skipped existing project
168241,lasttrade[from]!=block.number+1,0x44ce0e50ac4a903dc9a0d458fef4fdaafa0ae5b3,True,0.8.16,1,True,Compiled OK
339775,"tokenindices[i]<imagiclamperc721(token).totalsupply(),""nft at index has not been minted yet""",0xbc43fc34aa834a4306910ab806bf5ce4ec17f568,False,,0,False,Skipped existing project
23668,"pool.synthetictoken()==derivative.tokencurrency(),'wrong synthetic token matching'",0x833407f9c6c55df59e7fe2ed6fb86bb413536359,True,0.6.12,119,True,Compiled OK
386370,"greylist[msg.sender]==false,""address has been greylisted""",0xed2647bbf875b2936aaf95a3f5bbc82819e3d3fe,True,0.8.4,12,True,Compiled OK
386357,block.timestamp<=orders[_uid].submittime+paymentvalidity,0xdb72e12ed0c034a6d00469e91435ef15397a7ef2,True,0.7.6,0,False,No files written (empty SourceCode or sanitized away)
124116,"_msgsender()==tx.origin,""not_allowed_proxy""",0x80d1117bd9717ce64cd5d5c5d87fdfd6abd0accb,True,0.8.13,13,True,Compiled OK
346090,_validatehardcap(_tokenamount),0x1967c1b0e597df7a688d4f21288462e318b3a02d,True,0.4.24,1,True,Compiled OK
279509,"assignedsantas.length>2,'there must be min 2 santas assigned before you can finish'",0x1f52274ddf8fd6ce92633ab33f708e5b0b39b134,True,0.7.0,1,True,Compiled OK
243278,"amplifier.minter==msg.sender,""invalid ownership""",0xc9e84f6b92a9000e97108fe2ba43dcb217d420e8,True,0.8.16,15,True,Compiled OK
82115,"msg.sender==_promotion.creator,""twabrewards/only-promo-creator""",0xac4ff319adac4c7d109f4024a33328088370a064,False,,0,False,Skipped existing project
88771,"address.iscontract(_addresstowhitelist),""only contract address are allowed""",0x01dd2e0e174898856fbcf9cf1b3e17e3c12bc622,True,0.8.14,4,True,Compiled OK
177905,"_canconvertint128(_value),""!convertint128""",0xe9605b179259c73eb7f09d74c166d34b5934d66f,True,0.8.11,14,True,Compiled OK
188994,"bytes(subdomain_name).length<=maxcharsize,""long name""",0xccadb400f939ac77ddbca6d34468b0640ed3c38f,False,,0,False,Skipped existing project
277778,"balanceofminter+amount<=101,""minting would exceed 10 mints for user""",0x345dfaabc5017d96e0cbd50d45593dfeee952c7f,True,0.8.7,16,True,Compiled OK
274630,"mintlog[quantity]==0,""this token has already been minted""",0x5cdb6298e9546aab02558a0419e6556e6b822ad8,True,0.8.2,0,False,No files written (empty SourceCode or sanitized away)
15330,"istrategy(strategy).vault()==address(this),""strategy's vault error""",0x4478d7a2a97990ea76fc6c8fa39d2706a30bcd13,False,,0,False,Skipped existing project
389593,"_item.deadline>block.timestamp,""passed deadline!""",0x8f239cbf8fceb87a20a4d1933f2f048fca2eb6df,True,0.8.7,1,False,"Compilation failed: An error occurred during execution
> command: `/Users/mojtabae/.solcx/solc-v0.8.7 --combined-json abi,asm,ast,bin,bin-runtime,compact-format,devdoc,function-debug,function-debug-runtime,generated-sources,generated-sources-runtime,hashes,interface,metadata,opcodes,srcmap,srcmap-runtime,storage-layout,userdoc -`
> return code: `1`
> stdout:

> stderr:
Compiler error: Stack too deep when compiling inline assembly: Variable headStart is 1 slot(s) too deep inside the stack."
503604,"msg.sender==vialsaddress,""unauthorized.""",0xe1b2727134567a2a3ff739071a50ede7a1a9741e,True,0.8.4,9,True,Compiled OK
63264,"msg.sender==clipowner,""only the current clipowner can claim the prizepool""",0xecbee2fae67709f718426ddc3bf770b26b95ed20,True,0.8.17,7,True,Compiled OK
22364,"uint256(pool.sallocation)*scale>uint256(pool.vested),""vpools: fully vested""",0xb476104aa9d1f30180a01987fb09b1e96ddcf14b,True,0.8.4,11,True,Compiled OK
65187,_msgsender()==_developerwallet,0xff4d611dac806583b665b7f3734d442a5c9797f1,True,0.8.20,1,True,Compiled OK
430789,"_amountrareminted[rareindex]<=_maxrare,""max token minted reached for this 'rare' attribute index.""",0x65c97010ccb909270dbd29fa0f5bc34699409032,True,0.8.12,15,True,Compiled OK
20990,"map._entries.length>index,""enumerablemap: index out of bounds""",0x964bc7ab3c55fd1d85dc221d51178a46a945b5f8,True,0.6.12,112,True,Compiled OK
20846,"info.stakingrewards==address(0),""already deployed""",0xba4f753781b1e7a9e2a46618b7721a4685206020,True,0.7.4,23,True,Compiled OK
48550,"mscinterface(msccontractaddress).reguserviacontract(networkid,_referrerid,_parentid,amount),""reguser fail""",0x32d612bfadb603c4b2ed17d269032819c9ad4e3a,False,,0,False,Skipped existing project
477132,"end_-start_+1>=batchsize,""the range of tokens must be bigger than the desired batch size""",0xce2c03e581e2d17f65dd6e642cb48b591022a134,True,0.8.7,1,True,Compiled OK
78264,"_whitelist[account],""address is not whitelisted""",0x20181647d633e2d73af94852cbf16acb299b5b8d,True,0.8.9,1,True,Compiled OK
189974,"msg.value==amount*public_mint_price,""incorrect payment""",0x21154a0e9cfff11c0f49e87c5665979036382cbe,True,0.8.17,20,True,Compiled OK
107998,"feeamounttickdistance[swapfeeunits]==0,'existing tickdistance'",0xf38265a24c7bad831e1410d511270da6df9141c1,True,0.8.9,33,True,Compiled OK
168941,"_stake.lockedtill<safe32timenow(),""staking: stake locked""",0x4cc2096fa88c691c9ad6795fdd64b24daac910f6,True,0.8.4,9,True,Compiled OK
390052,"tokencaps[borrowtoken]>=totallong[borrowtoken],""exceeds global token cap""",0x1c8f8091860450aa5ec59de486adba0ed5050642,True,0.8.3,25,True,Compiled OK
343816,"time()<=proposal.starttime.add(open_vote_period),""governance::voteyes: proposal is no longer accepting yes votes""",0xdd806c4fdad2949a97fda79036cfbb8750181b37,True,0.5.7,1,True,Compiled OK
412010,"_totalminted()+quantity<=max_cheese,""maximum amount of cheese reached""",0x06971f85c9e0ba82e9bc4c7be54f601dded00835,True,0.8.13,8,True,Compiled OK
35361,"option.holder==msg.sender,""wrong msg.sender""",0xefc0eeadc1132a12c9487d800112693bf49ecfa2,True,0.6.12,1,True,Compiled OK
352090,"_msgsender()==wndnft.ownerof(tokenids[i]),""token already staked""",0x518a8e43673ade910bd31ce5a1e2e0c373eb1e0e,False,,0,False,Skipped existing project
166009,"_metadata.createdat>0,""error:poc-100:metadata_does_not_exist""",0x8e43a861e9f270b58b1801171c627421eb956cba,False,,0,False,Skipped existing project
38351,"block.timestamp>end,""should not be in claim period""",0x9c94df9d594ba1eb94430c006c269c314b1a8281,True,0.5.11,1,True,Compiled OK
350684,"msg.sender==nftaddress.ownerof(_tokenid),""you are not owner of token""",0xf77b8432588296dee327af2be1b876be73d0a73e,True,0.8.4,1,True,Compiled OK
201757,"offer.offeredto==address(0x0)||offer.offeredto==msg.sender,""this offer is not for you""",0x0da7d6d615f07a9da16b21f7f8014650558ce1bc,True,0.8.17,32,True,Compiled OK
92063,"msg.value>=updatecost(supply)*_mintamount,'insufficient funds!'",0x232a109176f9170f93ad8572de8e6777b992242a,False,,0,False,Skipped existing project
251599,rateproviders.length==len,0x93118d4853646a869732898cea3bcf309e1607a6,True,0.8.17,21,True,Compiled OK
808,"token.allowance(beneficiary,terraformreserve)>=amount",0x0c33bf640f0a2af9e38bb85a58267f0c46ff8d40,False,,0,False,Skipped existing project
235254,"totalminted()+quantity<=maxcollectionsize,""nft reached max supply""",0xc2192cbd34e48c0bc6258e8a5039bcbe686182ea,True,0.8.4,11,True,Compiled OK
341016,"msg.value==price*buildcount,""sent incorrect ether""",0x55d89273143de3de00822c9271dbcbd9b44b44c6,True,0.8.10,18,True,Compiled OK
89121,"redisfeeonbuy+taxfeeonbuy<=5&&redisfeeonsell+taxfeeonsell<=80,""total fees cannot be more than this""",0x4372aa6c94bdf4c64203ef238af4d16bd4cd8f1f,True,0.8.16,1,True,Compiled OK
332129,"_balance>=(_minvotebalance*(10**8)),""vc:1010""",0x288f9a192207bc59230204655b12ccd83ceb74dc,True,0.6.12,0,False,No files written (empty SourceCode or sanitized away)
322373,"shouldprocessorder(_orderid),""gammaredeemer::processorder: order should not be processed""",0xa9bc42ac855be4026ce3ce031f91c8f796122282,True,0.8.0,18,True,Compiled OK
249787,"verify(_tokenid[i],_reward[i],proofs[i]),""invalid merkle proof""",0x0c4bf4a60a5316462610bcf4022f3ca68f33d2ed,True,0.8.17,1,True,Compiled OK
53381,"user.amountstaked>=_amount,""amount more than staked""",0x424ee0ba90c1b07a7c8a1a38ae999a88ed2ca5d1,True,0.7.4,0,False,No files written (empty SourceCode or sanitized away)
275970,"msg.sender==registryaddress,""the caller is not the registry""",0x7f8b86b112cf0389b1ba125c4011d096b86fbaab,True,0.5.10,1,True,Compiled OK
398294,"_paid.seriessupply+mintamount<=_paid.seriessize,""sale: not enough supply left""",0x27eebe5d6532f1f00d3a214725097d21c85bb646,True,0.8.12,1,True,Compiled OK
344406,"hashtransaction(msg.sender,transactionid,tokenquantity)==hash,""5""",0xb2a3fe3d512c1e0102d85f89caab403b94b7d0de,False,,0,False,Skipped existing project
64106,"msg.sender==admin,""you are not the owner""",0xeb32413a4575f52b0269639845607cf1d0d1b2f9,True,0.8.17,1,True,Compiled OK
302303,ismessagevalid(_message),0xc7486ba7ee82aa7b67b684d25a492da82e2d9e51,True,0.4.23,1,True,Compiled OK
188680,"ownermintedcount+_mintamount<=maxmintamountpertx,""max mint per wallet amount exceeded""",0x022308cfb134b955f455cdabf259d9b0bcf26210,True,0.8.9,16,True,Compiled OK
389593,"ierc20(contract_).balanceof(msg.sender)>_item.price,""not enough tokens!""",0x8f239cbf8fceb87a20a4d1933f2f048fca2eb6df,False,,0,False,Skipped existing project
345251,"registereditems[itemid].enabled,""item_disabled""",0x09a68d438728a1b102539c8e6ffa603b98df9f62,True,0.8.4,31,True,Compiled OK
47916,"totaltoken()<maxsupply,""sold out!""",0xc355602e776dd3646a5053845547224ecc101766,True,0.8.7,1,True,Compiled OK
368663,"lionprice.mul(numberoftokens)<=msg.value,""ether value sent is not correct""",0xa0e1b32fef67b700c23a981b4ca141a22c625ff5,True,0.7.4,1,True,Compiled OK
192657,"bytes(_contracturi).length!=0,""_contracturi is empty""",0x73f16d5491f1959d6f145461a20d960996759fa6,True,0.8.4,15,True,Compiled OK
473843,"isauthorized(msg.sender)||iscreator(msg.sender),""!authorized""",0x482f17e35fbc09253cc6a66566cf9922f3e5f16d,True,0.8.5,1,True,Compiled OK
19543,"ierc20(assetlong).balanceof(address(basket))>=10**6,""amount too small""",0x2248f1bf8e463e3b410dc46709cb6e7cfad3bd4e,True,0.7.1,53,True,Compiled OK
373736,"tokendepositsize.size!=0,'ethwallet: token not allowed'",0x65f6ceb94a15ea06d94ae6a264a1f7e4d32914f5,True,0.8.4,1,True,Compiled OK
345302,"_mappingmintcount[msg.sender]<presale_mint_limit,""over than presale_mint_limit""",0x412fd017f3c584ca2b31431ba659c3d80c2b0c3e,True,0.8.10,1,True,Compiled OK
163462,"ownerof[tokenid]==msg.sender,""not token owner""",0x6e015527a93642f5af059e82c194c38267e80007,True,0.8.13,1,True,Compiled OK
215012,"stake.claimblocknumber==0,'you have already claimed'",0x171a27eb72d9830b2982343f4f08dd049341e223,False,,0,False,Skipped existing project
304455,raisedamount+msg.value<=hardcap,0xad4cacdef48b725de7157b07efd4eb9d2d040d25,True,0.5.17,1,True,Compiled OK
240214,"isallowedcontract(_target),""contract not allowed""",0x0c9aa1e4b4e39da01b7459607995368e4c38cfef,True,0.8.17,14,True,Compiled OK
353036,"expectedargs.inputindex==inputindex,""input index not as expected""",0x48d7a6bbc428bca019a560cf3e8ea5364395aad3,False,,0,False,Skipped existing project
92212,"_numberminted(msg.sender)+_mintamount<=maxmintamountperwallet,""wallet limit reached!""",0x7812222ef547f040b75ee5a9c3d2205dbe323c1b,True,0.8.9,14,True,Compiled OK
283134,msg.value>=minbounty+bountyfee,0x1e200a9af1ab6a0d74cd44c489bf65744bc7d961,True,0.4.22,1,True,Compiled OK
322836,_tse.owner()==address(this),0xbf5fa001baf44b16882305c836f234fc1b8c5169,True,0.4.24,1,True,Compiled OK
368409,"factory.feeamounttickspacing(_feetier)>0,'invalidfeetier'",0xf79ad166c7ec3a8d49c0fb3903b8c26f46ff0ee0,True,0.7.6,18,True,Compiled OK
153311,"mintindex+numberoftokens<=max_tokens,""purchase would exceed max supply""",0x1767739e7a1a2110c80ee898d9730d5d24c838b6,True,0.8.9,15,True,Compiled OK
413982,"primarydistrecipients.length==primarydistshares.length,""invalid payment params""",0xb26d9e1490939e216a3230d24fede6fbec7dac9f,False,,0,False,Skipped existing project
10332,goldbalances[msg.sender]>=_gold,0xe29f3dca4e88ca781c4f9aadf9c0b1180aaa0add,False,,0,False,Skipped existing project
379934,"dai.transfer(msg.sender,_cash)",0xac7e326c2e66161fea0a6dc31efba564b9164b04,True,0.5.16,1,True,Compiled OK
40971,"vipamounts[msg.sender]>0,""no free nfts left!""",0x27433113b7b2b25e0cc018e0c6ee629a0466683e,False,,0,False,Skipped existing project
91464,"totalminlast24hour.add(_fiatamount)<=maxm,""too much for today""",0x38bcaf0d4fb50e391fb9d8640612cdf90ba8c3eb,False,,0,False,Skipped existing project
376328,"hasrole(signer_role,signer),""erc1155main: signer should sign transaction""",0x8a749790c2a2796135b6215cb8d9dff57f4870fd,True,0.8.3,17,True,Compiled OK
433604,"balanceof(msg.sender,1)>=0&&balanceof(msg.sender,2)>=0&&balanceof(msg.sender,3)>=0&&balanceof(msg.sender,4)>=0,""insuffienct token balance""",0x44c45d55f2fc8cb2b7ad74d7bad9657be93c1ae1,True,0.8.0,1,True,Compiled OK
224752,"_mintratios[i]>=minmintratio&&_mintratios[i]<=maxmintratio,""!boundaries""",0x4181e561b42fdad14c68b0794c215deb9bc80c8f,True,0.6.12,6,True,Compiled OK
330939,"tokensupply.current()+numberoftokens<=maxfreesupply,""not enough free mints remaining""",0x4d6ffd928de08271ef424aa0a3e82fe7884c43d5,True,0.8.11,1,True,Compiled OK
167896,"usdc.transferfrom(msg.sender,address(this),69*10**6),""it costs 69 usdc to lock lp.""",0xffb98e98c0a4a4ef4a06533a4704cb1c5d2a4ef3,True,0.8.17,1,True,Compiled OK
211949,"balanceof(_msgsender())<freemintperwallet,""max free mint exceeded!""",0x1d78155a59d580d2b43a9a1d00ec6c582bed152a,True,0.8.14,1,True,Compiled OK
362391,"msg.value==cost_mayc*num,incorrect_price",0x9508f760833b82cdfc030d66aa278c296e013f57,True,0.8.11,1,True,Compiled OK
485212,"usdt.balanceof(msg.sender)>=usdtamount,""kaijilotto: not enough usdt balance""",0x29e11a2e20c0eb84743a06f54bf7e1117243856d,True,0.8.19,1,True,Compiled OK
162989,"fiatallowlist[msg.sender],""not authorized""",0x65f2faeefb325daa950a3dba26fc20b447d8b783,False,,0,False,Skipped existing project
72792,"_tieronesupply+_mintamount<=tier_one_max_supply,""tier one max supply exceeded""",0xb4e6b9f9d7b32c82b5bb6e318e915ae8f12b3e14,True,0.8.17,15,True,Compiled OK
2563,balances[_from]>=_value&&allowance>=_value,0xe9b4f3baf889cf6ac89a79828555586769981c69,True,0.4.21,1,True,Compiled OK
