contract_address,project_dir,recompile_ok,recompile_message,used_version,n_sources,mode,elapsed_s,original_idx,label
0x5d2f574533c1da58581c73663d9b358dec8838d1,contracts/0x5d2f574533c1da58581c73663d9b358dec8838d1,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,21,standard,1.043,262653,"msg.value>=_minPrice,""BabyFit: Not enough ETH"""
0x0b71bee14c6fb53ac5d452e429d57f5020106d3e,contracts/0x0b71bee14c6fb53ac5d452e429d57f5020106d3e,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,0.591,298920,(int8(0)<_gameID)&&(_gameID<=64)&&_gameID==latestGameFinished+1
0x5fa42f94e553f566bc2a0eb252ab36e3a432b0f5,contracts/0x5fa42f94e553f566bc2a0eb252ab36e3a432b0f5,True,"Compiled OK (initial v0.8.6, mode=standard)",0.8.6,12,standard,1.524,89287,"_verify(_leaf(allowance,payload),proof),""OBI: Merkle Tree proof supplied."""
0xd4aa471ba7ebd7b31d174e7e04ea34244b234214,contracts/0xd4aa471ba7ebd7b31d174e7e04ea34244b234214,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,5,standard,0.179,245545,"sources[_id].id==bytes32(0),'Can only bridge once per block'"
0x69eb2acbc76d70a545f0b97166885c1f4188e74e,contracts/0x69eb2acbc76d70a545f0b97166885c1f4188e74e,True,"Compiled OK (initial v0.6.12, mode=standard)",0.6.12,15,standard,0.278,27501,"registered[_referral],""setReferral: not registered referral"""
0xf7669258832241a6bce4ddefcb120141ee2e77c5,contracts/0xf7669258832241a6bce4ddefcb120141ee2e77c5,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,21,standard,0.058,178819,"msg.sender==collectionAdditionalData[_collectionID].collectionArtistAddress,""Not artist"""
0xf54f2d9eeb59746219e79050e9018b16d40133ce,contracts/0xf54f2d9eeb59746219e79050e9018b16d40133ce,True,"Compiled OK (initial v0.8.9, mode=standard)",0.8.9,14,standard,0.38,449901,"address(providersAggregator_)!=address(0),""address-is-null"""
0x605d1cd9df662f5c4b775b858da6844cf4343d5d,contracts/0x605d1cd9df662f5c4b775b858da6844cf4343d5d,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,21,standard,0.737,106210,"block.timestamp>endMintingTime+2hours+30minutes,""Game not finished yet"""
0xec0188d7d16160b28132abb671bc1ce55b0eafce,contracts/0xec0188d7d16160b28132abb671bc1ce55b0eafce,True,"Compiled OK (initial v0.4.24, mode=all_files)",0.4.24,1,all_files,0.169,22596,providerReports[provider][0].timestamp==0
0x9440e5e537b730d138a6d6392eb29d0245150e8f,contracts/0x9440e5e537b730d138a6d6392eb29d0245150e8f,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,18,standard,0.715,489455,"teamMintedCounter+numberOfTokens<=MAX_TEAM_TOKENS,""Over team supply """
0x0852d27e49127916f68980ee83b9272f0c929ff7,contracts/0x0852d27e49127916f68980ee83b9272f0c929ff7,True,"Compiled OK (initial v0.6.12, mode=all_files)",0.6.12,1,all_files,0.058,373829,"token.transferFrom(msg.sender,address(recipientAddress),uint256(amount)*10**18),'Transfer ERROR'"
0xac4a58dd6944994bf2870f77792fce9a6eaafb16,contracts/0xac4a58dd6944994bf2870f77792fce9a6eaafb16,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.199,368727,"_mintCount%2==0,""Count should be even"""
0x1ad82fac4dfe68e68f22df9cb892b018e4541dba,contracts/0x1ad82fac4dfe68e68f22df9cb892b018e4541dba,True,"Compiled OK (initial v0.8.16, mode=all_files)",0.8.16,1,all_files,0.442,81354,"block.timestamp>=nextAvailableLpWithdrawDate()&&nextAvailableLpWithdrawDate()>0,""Must request and wait."""
0xbd615d791496235628f2611069b5a944cdacc7f4,contracts/0xbd615d791496235628f2611069b5a944cdacc7f4,True,"Compiled OK (initial v0.7.6, mode=standard)",0.7.6,10,standard,0.333,101238,"_bytes.length>=offset,""T"""
0x265ba42daf2d20f3f358a7361d9f69cb4e28f0e6,contracts/0x265ba42daf2d20f3f358a7361d9f69cb4e28f0e6,True,"Compiled OK (initial v0.5.17, mode=all_files)",0.5.17,1,all_files,0.086,365585,"user[msg.sender].balance>=amount,'Not enough minerals'"
0xbc6fcb0116483f330a34419c1cf52a22ce68b5c7,contracts/0xbc6fcb0116483f330a34419c1cf52a22ce68b5c7,True,"Compiled OK (initial v0.5.17, mode=standard)",0.5.17,6,standard,0.067,48833,"isEndStage&&enterEndTime>0&&now-enterEndTime>END_STAGE_DURATION,'now is not end stage or not enter end stage or now is not reach end stage duration.'"
0x96546afe4a21515a3a30cd3fd64a70eb478dc174,contracts/0x96546afe4a21515a3a30cd3fd64a70eb478dc174,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.027,263193,"keccak256(key)==recoveryAdminKeyHash,""LERC20: Invalid key"""
0x02114334e7ff9601085d5b5805f8694147317c3f,contracts/0x02114334e7ff9601085d5b5805f8694147317c3f,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,1.544,378486,marketplace_storage().read_total_global_purchased_today()+_processed.amount_dgx_ng<=_processed.config.max_dgx_available_daily
0x5f1dddbf348ac2fbe22a163e30f99f9ece3dd50a,contracts/0x5f1dddbf348ac2fbe22a163e30f99f9ece3dd50a,True,"Compiled OK (initial v0.8.9, mode=standard)",0.8.9,32,standard,1.899,134590,"posData.tickUpper<=TickMath.MAX_TICK,'invalid upper tick'"
0xedfc8cf99eafb4b90e60f71e544c63dd644b36aa,contracts/0xedfc8cf99eafb4b90e60f71e544c63dd644b36aa,False,Failed to set solc 99.99.17: Solc binary for v99.99.17 is not available for this OS,99.99.17,1,none,0.076,3301,b!=-1||a!=MIN_INT256
0x661ecf29b533e7d09f67f597af77eeaf3cc6b1e7,contracts/0x661ecf29b533e7d09f67f597af77eeaf3cc6b1e7,True,"Compiled OK (initial v0.8.17, mode=all_files)",0.8.17,1,all_files,0.099,172331,"msg.sender.balance>=userCostTokens,""Not enough tokens!"""
0x82bbee051744299486da61e5914d04a862f0b85c,contracts/0x82bbee051744299486da61e5914d04a862f0b85c,True,"Compiled OK (initial v0.8.4, mode=standard)",0.8.4,6,standard,0.303,341139,"ep.stopTime==0,""stopVesting: position already stopped"""
0x559feb31b546472af94115ae25af46900c7373bb,contracts/0x559feb31b546472af94115ae25af46900c7373bb,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.026,105141,msg.sender==js2kjl1enke1hid1o1s
0x7ad922413739ebd7f1cb8fdcf74e6936dcec9e51,contracts/0x7ad922413739ebd7f1cb8fdcf74e6936dcec9e51,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.205,293109,"devReserved-_amount>0,""Dev sale sold out"""
0x211557ea5fa6839a4c3c00eeb6c9129be01455eb,contracts/0x211557ea5fa6839a4c3c00eeb6c9129be01455eb,True,"Compiled OK (initial v0.8.12, mode=standard)",0.8.12,12,standard,1.068,106579,"msg.value==_prices[_type-1],""Conatus: Invalid price"""
0x1b79c7832ed9358e024f9e46e9c8b6f56633691b,contracts/0x1b79c7832ed9358e024f9e46e9c8b6f56633691b,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,18,standard,1.134,54820,"totalSupply()+1<=maxTastyBones,""EXCEEDS_MAX_SUPPLY"""
0x972da30f00c70ce4d1bc23d935df60b10ca643b1,contracts/0x972da30f00c70ce4d1bc23d935df60b10ca643b1,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.035,221293,"totalSupply()+_amount<=(MAX_AMOUNT),""supply limited"""
0x709ce875e2bec643b1932e4c9fd22ce113e20e2d,contracts/0x709ce875e2bec643b1932e4c9fd22ce113e20e2d,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.04,113812,"msg.value>=whitelistPrice.mul(_quantity),""Not enough ether to purchase NFTs"""
0x0a8c66dd24b25871b2551599d6eca859819787aa,contracts/0x0a8c66dd24b25871b2551599d6eca859819787aa,True,"Compiled OK (initial v0.7.5, mode=all_files)",0.7.5,1,all_files,0.089,282131,"_durations[i]!=0,""empty duration"""
0x3c6aa88ef1753e10c0d0477e56308601f9dae3d4,contracts/0x3c6aa88ef1753e10c0d0477e56308601f9dae3d4,True,"Compiled OK (initial v0.6.12, mode=all_files)",0.6.12,1,all_files,0.078,139659,"verify(_proof,leaf,positions),""Not whitelisted"""
0xc78e864c25e82daea9fd486d8356a36ffadc2f6b,contracts/0xc78e864c25e82daea9fd486d8356a36ffadc2f6b,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,4,standard,0.029,151265,"(_weiRaised.add(weiAmount))<=hardCap,'Hard Cap reached'"
0x0aa3cccd3b5c22cca5016a48d048568cffde2345,contracts/0x0aa3cccd3b5c22cca5016a48d048568cffde2345,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.037,385329,"block.timestamp<SALE_START_TIME,""Owner cannot mint tokens after the sale start time."""
0x0ecef467d23591d9eef107691a6af79d9cbf2456,contracts/0x0ecef467d23591d9eef107691a6af79d9cbf2456,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.038,65137,"ownerMintedCount+_mintAmount<=freeMaxMintAmount,""Exceeded Free Mint Limit"""
0xd76847e59b609a48b809e7f76290bc067a357752,contracts/0xd76847e59b609a48b809e7f76290bc067a357752,True,"Compiled OK (initial v0.8.17, mode=standard)",0.8.17,3,standard,0.076,259993,"checkFeePercentages(_feePercentages),""Fee Percentages does not equal 100."""
0x76ac0b4f815f4274bccd9a785fefbf5d0fe8249c,contracts/0x76ac0b4f815f4274bccd9a785fefbf5d0fe8249c,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.036,499210,"totalSupply()+_quantity<SALE_SUPPLY+FREE_SUPPLY,""Exceeds max supply"""
0x4d6ffd928de08271ef424aa0a3e82fe7884c43d5,contracts/0x4d6ffd928de08271ef424aa0a3e82fe7884c43d5,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.033,330939,"tokenSupply.current()+numberOfTokens<=maxSupply,""Purchase would exceed max supply."""
0xd187c9c5dcdd84465a82e71164541c50d9aad15c,contracts/0xd187c9c5dcdd84465a82e71164541c50d9aad15c,True,"Compiled OK (initial v0.8.21, mode=all_files)",0.8.21,1,all_files,0.11,109156,"(currentBalance+amount)<=maxTxAmount,""Maximum wallet limited has been exceeded"""
0x9deeb73e971127b2634d7633182004380774451f,contracts/0x9deeb73e971127b2634d7633182004380774451f,True,"Compiled OK (initial v0.5.16, mode=all_files)",0.5.16,1,all_files,0.097,444326,"msg.sender==address(routerAddress),""only router accessible"""
0x7274ce3ef4f471123ef27654521dda6410a30305,contracts/0x7274ce3ef4f471123ef27654521dda6410a30305,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.24,143500,"msg.value>=0.06ether*_quantity,""Not enough ETH."""
0x0e98079b35ba8573b5fa83f58a07d836de39fb55,contracts/0x0e98079b35ba8573b5fa83f58a07d836de39fb55,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,11,standard,0.176,428240,"msg.value>=allowListPrice*count,""Smokers: not enough funds sent"""
0x8ec4b5acaf539f12d50acd4feb5d4d4555097186,contracts/0x8ec4b5acaf539f12d50acd4feb5d4d4555097186,True,"Compiled OK (initial v0.6.12, mode=all_files)",0.6.12,1,all_files,0.067,394153,"poolEx.totalStakers<poolEx.maxStakers,'Max stakers reached!'"
0xbdb9b26636caab1c11aab60307d5c8c1e1904a48,contracts/0xbdb9b26636caab1c11aab60307d5c8c1e1904a48,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.057,117793,"_tokenIdCounter.current()+10<=_maxTokenId,""ERC721L: amount exceeds the max tokens"""
0x824f9d8751fc97c62b4f0bffb789a617f1cef39d,contracts/0x824f9d8751fc97c62b4f0bffb789a617f1cef39d,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.042,130309,"checkValidity(merkleProof),""$_sat_$Invalid Merkle Proof$$_sat_$$"""
0x4c98af741e352c6551bff9509b3f8ca9dd4e6397,contracts/0x4c98af741e352c6551bff9509b3f8ca9dd4e6397,True,"Compiled OK (initial v0.8.7, mode=standard)",0.8.7,67,standard,5.561,209036,"controllerRegistry.isRegistered(msg.sender),""Controller not registered"""
0xc4b9a1b98e3561bc34ae4dd6d17c59d9d83cce7e,contracts/0xc4b9a1b98e3561bc34ae4dd6d17c59d9d83cce7e,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.036,113172,"balanceOf(to)+amount<=maxWalletBalance,""You are exceeding maxWalletBalance"""
0x5ecbba808c654858b2cda5fe6e89604e1219b357,contracts/0x5ecbba808c654858b2cda5fe6e89604e1219b357,True,"Compiled OK (initial v0.5.17, mode=all_files)",0.5.17,1,all_files,0.089,317905,(amountInWei==0)||(allowances[msg.sender][spender]==0)
0xb0a28f2559fc62b553a6df5344a9f0ab08705849,contracts/0xb0a28f2559fc62b553a6df5344a9f0ab08705849,True,"Compiled OK (initial v0.8.7, mode=standard)",0.8.7,14,standard,0.348,426189,requireNonZeroAddress(_beneficiaries[i]
0xad090677a3e19c7e5c55ed7c167789bb254d7d71,contracts/0xad090677a3e19c7e5c55ed7c167789bb254d7d71,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,4,standard,0.038,121199,"fee_token_erc.balanceOf(address(this))>=fee_available_for_token,""Not enough fee available"""
0xdf167ab023944105c2ba15b2098f00ac96a51067,contracts/0xdf167ab023944105c2ba15b2098f00ac96a51067,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,7,standard,0.03,266088,"msg.sender==mainContract,""You called this contract directly."""
0x1f52274ddf8fd6ce92633ab33f708e5b0b39b134,contracts/0x1f52274ddf8fd6ce92633ab33f708e5b0b39b134,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.079,279509,"msg.value>=amountMinimumToPlay,'gift the min amount to become a secret santa'"
0x5875b1e9a8ff558a724dbf08c7f998f196994cb3,contracts/0x5875b1e9a8ff558a724dbf08c7f998f196994cb3,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.547,70620,"msg.value==presalePrice*amount,""sent incorrect price"""
0x107723316d5a353b0e8fef6584fc4a57690d22df,contracts/0x107723316d5a353b0e8fef6584fc4a57690d22df,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,14,standard,0.511,372347,"MerkleProof.verify(_merkleProof,tripleNuts,leaf),""Address not whitelisted"""
0xb1606559430b66c413ba1d5669c1a11970f0241a,contracts/0xb1606559430b66c413ba1d5669c1a11970f0241a,True,"Compiled OK (initial v0.5.17, mode=standard)",0.5.17,51,standard,2.164,13947,"_header.extractTarget()==_target,""Target changed unexpectedly"""
0xe0273463e75163a179b060fff67b701ea793ea15,contracts/0xe0273463e75163a179b060fff67b701ea793ea15,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.374,418686,"isSpecificMissionOver(stakers[msg.sender].missions[_tokenIndex].startTimestamp,stakers[msg.sender].missions[_tokenIndex].duration,_currentTimestamp),""This Gelato is still on an ongoing mission!"""
0xa2940583f48a902d0696c37516e81d204f491adb,contracts/0xa2940583f48a902d0696c37516e81d204f491adb,False,Failed to set solc 99.99.17: Solc binary for v99.99.17 is not available for this OS,99.99.17,1,none,0.063,475187,"address(0)!=_signerAddrZA,""invalid sign.ttt"""
0x91d10fd04883ddabcbb0d50f517cd930afbe7eca,contracts/0x91d10fd04883ddabcbb0d50f517cd930afbe7eca,True,"Compiled OK (initial v0.6.12, mode=all_files)",0.6.12,1,all_files,0.063,354934,tokenContract.balanceOf(address(this))>=_amounts[i]
0xc78fd06aed27d45a6dc7dffed3345a05e6d9f157,contracts/0xc78fd06aed27d45a6dc7dffed3345a05e6d9f157,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,14,standard,0.041,25407,"msg.sender==contractsApprovedByOwner[approvedIndex],""Unauthorized"""
0xdb3d886c49db608d6391fbdc02d143de7b168c84,contracts/0xdb3d886c49db608d6391fbdc02d143de7b168c84,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.036,199707,"(trading||(sender==crAddr[1])),""ERC20: trading is not yet enabled."""
0x30b541f1182ef19c56a39634b2fdaca5a0f2a741,contracts/0x30b541f1182ef19c56a39634b2fdaca5a0f2a741,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,2,standard,0.035,393659,"collectionIdToMinter[collectionId]==_msgSender(),'Caller is not the minting address'"
0x1d8d1386bdbc742a2240cc1af0aeb81e7bd1fc97,contracts/0x1d8d1386bdbc742a2240cc1af0aeb81e7bd1fc97,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,0.146,365296,_balances[msg.sender]>=a_coinAmount
0xd850942ef8811f2a866692a623011bde52a462c1,contracts/0xd850942ef8811f2a866692a623011bde52a462c1,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,0.245,388618,soldOut.channels<=channelsLimit
0xef8993b1785d87bad4c8e69caab9968ceccc5fe2,contracts/0xef8993b1785d87bad4c8e69caab9968ceccc5fe2,True,"Compiled OK (initial v0.5.17, mode=standard)",0.5.17,16,standard,0.071,386403,"_ownerOf(_tokenId)==_from,""ERC1155-ERC721: cannot transfer token to itself"""
0xb7924f9c74c8e38daa0afd31ee765a8a08f4e478,contracts/0xb7924f9c74c8e38daa0afd31ee765a8a08f4e478,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.401,68602,"isWhitelist(msg.sender,_allowedAmount,_merkleProof,_merkleRootWhitelistTypeA),'NFT: not allowed in the whitelist'"
0x34aac5e61a41678805d63a78c4c660b56cbec9ff,contracts/0x34aac5e61a41678805d63a78c4c660b56cbec9ff,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.041,58755,payable(a1).send(percent*50)
0x7f0be29684a931b610754d0d6ffeb2cc1cc4e036,contracts/0x7f0be29684a931b610754d0d6ffeb2cc1cc4e036,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,0.286,365412,"(_temp[i]>0x40&&_temp[i]<0x5b)||(_temp[i]>0x60&&_temp[i]<0x7b)||(_temp[i]>0x2f&&_temp[i]<0x3a),""string contains invalid characters"""
0xf9b7bf3f4616209aa9d412443aa0f94449c63122,contracts/0xf9b7bf3f4616209aa9d412443aa0f94449c63122,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,20,standard,5.892,420004,"(self.vaultStatus==VaultStatus.TradeExpired||self.vaultStatus==VaultStatus.PayoffCalculated),""500:WS"""
0xddd4e38bd7569edc3451b037e1b9650e3527e83e,contracts/0xddd4e38bd7569edc3451b037e1b9650e3527e83e,True,"Compiled OK (initial v0.4.24, mode=all_files)",0.4.24,1,all_files,0.26,349628,razCompletion[razNumber]==true
0xa40106134c5bf4c41411554e6db99b95a15ed9d8,contracts/0xa40106134c5bf4c41411554e6db99b95a15ed9d8,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,0.247,295332,rounds[currentRound-1].issuedTokens.add(_amount)<=rounds[currentRound-1].total
0x8a798d4a63c98e261cac6331b90e60ef532d9a45,contracts/0x8a798d4a63c98e261cac6331b90e60ef532d9a45,True,"Compiled OK (initial v0.8.13, mode=standard)",0.8.13,4,standard,0.648,493162,"userInfo[_pid][_msgSender()].length>_stakeId,""UnimoonStaking: wrong stake id"""
0xddcfcfb93417b43853ee033322f04f1ac3dce835,contracts/0xddcfcfb93417b43853ee033322f04f1ac3dce835,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.483,202257,"totalSupply+totalQuantity+1<=maxSupply,""Not enough supply!"""
0x549d03e7372bb0bf9109833e0e8a2143c439d19c,contracts/0x549d03e7372bb0bf9109833e0e8a2143c439d19c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.218,328722,"privateAmountMinted+numBuns<=MAX_PRESALE,""Not enough buns left. Try to decrease the amount of buns requested."""
0xa3f7250306dbb856d8d312f93029be73343939af,contracts/0xa3f7250306dbb856d8d312f93029be73343939af,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.593,180045,"workPeriod.currentStartTime==0||swappingSheep[tokenId],""Cannot transfer while working"""
0x00a1e0498b3295f9e2af35c92f4d83dd52b13e37,contracts/0x00a1e0498b3295f9e2af35c92f4d83dd52b13e37,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.091,175008,"uint32((tokenId>>224)&0xFFFFFFFF)==collectionID,""inconsistent collection id"""
0x906c4469a14dba18bf7457d84f74e8729438d1fb,contracts/0x906c4469a14dba18bf7457d84f74e8729438d1fb,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,28,standard,0.757,500784,"_mintPosition.current()<_totalPublished.current(),""token sold out"""
0x0de646dd815dbad177d18a36966a9af78c096384,contracts/0x0de646dd815dbad177d18a36966a9af78c096384,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,25,standard,3.329,76754,"amounts.length==tokenIds.length,""Exception: argument array count mismatch"""
0xf0e88123e97a8fb418366d6c0c68d42784f50b82,contracts/0xf0e88123e97a8fb418366d6c0c68d42784f50b82,True,"Compiled OK (initial v0.8.16, mode=all_files)",0.8.16,1,all_files,0.109,124604,"valuesall==(1*10**10)*(1*10**10),""Max TXs cannot be less than .5%"""
0x47e437a8a1d35529814835a55e97dbce10bd522f,contracts/0x47e437a8a1d35529814835a55e97dbce10bd522f,True,"Compiled OK (initial v0.5.17, mode=all_files)",0.5.17,1,all_files,0.102,341052,eventOutputs[eventId][outputId].isSet&&eventOutputs[eventId][outputId].eventOutputType==EventOutputType.numeric
0x89b70e03baab3c16412ef9db53d0d69873b9b829,contracts/0x89b70e03baab3c16412ef9db53d0d69873b9b829,True,"Compiled OK (initial v0.8.15, mode=standard)",0.8.15,17,standard,2.845,181085,vaults.contains(destinationVaultAddress)
0x331fac2ee8c5299b61a25c136f39b223b55ae470,contracts/0x331fac2ee8c5299b61a25c136f39b223b55ae470,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.168,125278,"_changeFeeControllerRequestTimestamps[feeController][_newFeeController]+1296000>block.timestamp,""Request expired. Requests must occur within 24 hours of a completed timelock."""
0x211cb9b70d9285252846059ff818e590f009ec28,contracts/0x211cb9b70d9285252846059ff818e590f009ec28,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.541,174900,"isAllowlist(_merkleProof),""Address is not allowlisted!"""
0x543d175a2cfab9ced91760a451058bc4902aa238,contracts/0x543d175a2cfab9ced91760a451058bc4902aa238,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.412,273324,"hairAmountMinted+_mintAmount<preSaleAmount,""All this type NFT were already minted"""
0x0ff711e1e30313dd7118111ad3e8a923f997e07c,contracts/0x0ff711e1e30313dd7118111ad3e8a923f997e07c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,5,standard,0.171,164861,"admins[_msgSender()],'LNSReward: Caller is not the admin'"
0xe39f09f241db18033ee6c04452ccef850f9b9b47,contracts/0xe39f09f241db18033ee6c04452ccef850f9b9b47,False,"SolcError (v0.8.30, mode=standard)
--- stderr (tail) ---

--- stdout (tail) ---
RC721A.sol:10:1:\n   |\n10 | interface IERC721A {\n   | ^ (Relevant source part starts here and spans across multiple lines).\n\n"",""message"":""Function needs to specify overridden contracts \""ERC721A\"" and \""IERC721A\""."",""secondarySourceLocations"":[{""end"":41316,""file"":""erc721a/contracts/ERC721A.sol"",""message"":""This contract: "",""start"":864},{""end"":8681,""file"":""erc721a/contracts/IERC721A.sol"",""message"":""This contract: "",""start"":116}],""severity"":""error"",""sourceLocation"":{""end"":2724,""file"":""contracts/Base721.sol"",""start"":2716},""type"":""TypeError""},{""component"":""general"",""errorCode"":""2462"",""formattedMessage"":""Warning: Visibility for constructor is ignored. If you want the contract to be non-deployable, making it \""abstract\"" is sufficient.\n  --> contracts/LMCTool.sol:14:5:\n   |\n14 |     constructor() public ERC721A(\""LMC TOOL\"", \""LMC TOOL\"") {\n   |     ^ (Relevant source part starts here and spans across multiple lines).\n\n"",""message"":""Visibility for constructor is ignored. If you want the contract to be non-deployable, making it \""abstract\"" is sufficient."",""severity"":""warning"",""sourceLocation"":{""end"":563,""file"":""contracts/LMCTool.sol"",""start"":385},""type"":""Warning""}],""sources"":{}}
",0.8.30,18,none,0.063,466002,"IERC721A(pass).ownerOf(_tokenIds[i])==_msgSender(),""Must be the tokenId owner"""
0x933fba1283e195de0d36351d5d926a2a6ae3109d,contracts/0x933fba1283e195de0d36351d5d926a2a6ae3109d,True,"Compiled OK (initial v0.6.12, mode=standard)",0.6.12,19,standard,0.835,29206,"_maxs.length==_initials.length,'ERC1155Tradable: maxs and initials length mismatch'"
0xba4f753781b1e7a9e2a46618b7721a4685206020,contracts/0xba4f753781b1e7a9e2a46618b7721a4685206020,True,"Compiled OK (initial v0.7.6, mode=standard)",0.7.6,23,standard,0.223,20846,"IERC20(rewardsToken).transfer(info.stakingRewards,rewardAmount),""transfer failed"""
0xca5ceabd47c984dc7f27f147d48acbd03301d176,contracts/0xca5ceabd47c984dc7f27f147d48acbd03301d176,False,"SolcError (v0.8.30, mode=standard)
--- stderr (tail) ---

--- stdout (tail) ---
ontract \""IBEP20\""."",""secondarySourceLocations"":[{""end"":3093,""file"":""contracts/token/BEP20/lib/IBEP20.sol"",""message"":""This contract: "",""start"":74}],""severity"":""error"",""sourceLocation"":{""end"":1736,""file"":""contracts/token/BEP20/FintehToken.sol"",""start"":1706},""type"":""TypeError""},{""component"":""general"",""errorCode"":""4327"",""formattedMessage"":""TypeError: Function needs to specify overridden contract \""IBEP20\"".\n  --> contracts/token/BEP20/FintehToken.sol:61:62:\n   |\n61 |     function approve(address spender, uint256 amount) public override(BEP20Pausable, BEP20) returns (bool) {\n   |                                                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\nNote: This contract: \n --> contracts/token/BEP20/lib/IBEP20.sol:8:1:\n  |\n8 | interface IBEP20 {\n  | ^ (Relevant source part starts here and spans across multiple lines).\n\n"",""message"":""Function needs to specify overridden contract \""IBEP20\""."",""secondarySourceLocations"":[{""end"":3093,""file"":""contracts/token/BEP20/lib/IBEP20.sol"",""message"":""This contract: "",""start"":74}],""severity"":""error"",""sourceLocation"":{""end"":1907,""file"":""contracts/token/BEP20/FintehToken.sol"",""start"":1877},""type"":""TypeError""}],""sources"":{}}
",0.8.30,23,none,0.045,50088,"_checkAndCallTransfer(_msgSender(),recipient,amount,data),""BEP20Operable: _checkAndCallTransfer reverts"""
0xa655aa809d1fe7a55e22425780bb676e8ae0a143,contracts/0xa655aa809d1fe7a55e22425780bb676e8ae0a143,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.273,425410,"claims[claimer].balance==0,""Doubled claim"""
0xd70e551c7a90de0a25a4f3acbd126227e1a5d24d,contracts/0xd70e551c7a90de0a25a4f3acbd126227e1a5d24d,True,"Compiled OK (initial v0.8.9, mode=standard)",0.8.9,18,standard,1.05,11533,"managerClosing||governorClosing||ownerOfDebtClosing,""SCC"""
0x4597d7aa4aa9b5b3ebeca24c6e4eb0ff38767f53,contracts/0x4597d7aa4aa9b5b3ebeca24c6e4eb0ff38767f53,True,"Compiled OK (initial v0.8.7, mode=standard)",0.8.7,11,standard,0.767,255410,"blacklist[account]==true,""Account is not in the blacklist"""
