original_idx,label,contract_address,req_relative_path,req_line_no,req_require_content,match_found,key_norm
59819,link.isActive==true,0x25690fa3c039729e9fe9da0a2a2866d7960f4d68,contracts/0x25690fa3c039729e9fe9da0a2a2866d7960f4d68/ReferralToken.sol,159.0,link.isActive==true,True,link.isActive==true
453605,"onTierAllowlist(tierId,minter,maxAllowance,proof),""NOT_ALLOWLISTED""",0x9674739124d69d555712a30e0a44de648f494219,contracts/0x9674739124d69d555712a30e0a44de648f494219/contracts/collections/ERC721/extensions/ERC721TieringExtension.sol,168.0,"onTierAllowlist(tierId,minter,maxAllowance,proof),""NOT_ALLOWLISTED""",True,"onTierAllowlist(tierId,minter,maxAllowance,proof),""NOT_ALLOWLISTED"""
353781,burnSanityCheck(tokens),0x22585c163b353510e8fef984c02609302eb5fc62,contracts/0x22585c163b353510e8fef984c02609302eb5fc62/_REAPER.sol,141.0,burnSanityCheck(tokens),True,burnSanityCheck(tokens)
129045,"ownerMintedCount+_mintAmount<=maxMintAmount,""max NFT per address exceeded""",0xf42dee067083ce2c401df698be81eaef25a2d23f,contracts/0x99682aeca0e823215e3f0a9335fc0ca3c30dfb38/contracts/diverse.sol,60.0,"ownerMintedCount+_mintAmount<=maxMintAmount,""max NFT per address exceeded""",True,"ownerMintedCount+_mintAmount<=maxMintAmount,""maxNFTperaddressexceeded"""
306897,isAvailableAccount(_claimedSender)&&isAvailableAccount(msg.sender),0x9288d6b823927f528aea244c5fa71a356b807112,contracts/0x9288d6b823927f528aea244c5fa71a356b807112/JCT.sol,314.0,isAvailableAccount(_claimedSender)&&isAvailableAccount(msg.sender),True,isAvailableAccount(_claimedSender)&&isAvailableAccount(msg.sender)
284662,"_bytes.length<=8,""toUint64_outOfBounds""",0xf387ec20919c1ba7824a79b446ff9ef4efb69740,contracts/0xf387ec20919c1ba7824a79b446ff9ef4efb69740/contracts/NFPeaceV2.sol,310.0,"_bytes.length<=8,""toUint64_outOfBounds""",True,"_bytes.length<=8,""toUint64_outOfBounds"""
181232,"purchased[operator]+numberOfTokens<=MAX_PURCHASE,""Maximum 10""",0x118d9155aa9aa1b7b1a80e4061d8e21f72c51290,contracts/0x118d9155aa9aa1b7b1a80e4061d8e21f72c51290/Wizard.sol,1621.0,"purchased[operator]+numberOfTokens<=MAX_PURCHASE,""Maximum 10""",True,"purchased[operator]+numberOfTokens<=MAX_PURCHASE,""Maximum10"""
115172,"planetContract.ownerOf(_planetId)==_user,""LIFPS: user must be the owner of the planet""",0x882850e85eb765b28a725e818f04c2078191e4cb,contracts/0x882850e85eb765b28a725e818f04c2078191e4cb/LifestoryPlanetStaking.sol,772.0,"planetContract.ownerOf(_planetId)==_user,""LIFPS: user must be the owner of the planet""",True,"planetContract.ownerOf(_planetId)==_user,""LIFPS:usermustbetheowneroftheplanet"""
165309,"amount*price<=msg.value,""WRONG_ETH_VALUE""",0x8714208cfb22c5aeea19ec229300c770afe15479,contracts/0x8714208cfb22c5aeea19ec229300c770afe15479/contracts/HeroInfinityNFT.sol,105.0,"amount*price<=msg.value,""WRONG_ETH_VALUE""",True,"amount*price<=msg.value,""WRONG_ETH_VALUE"""
293369,"numbers.length==6,""Bet length not correct.""",0x42ffe38063a1ff94091824e6c29160f70c026cb3,contracts/0x42ffe38063a1ff94091824e6c29160f70c026cb3/MithrilLottery.sol,495.0,"numbers.length==6,""Bet length not correct.""",True,"numbers.length==6,""Betlengthnotcorrect."""
138671,"_tokensMinted+receivers.length<=WACK_MAX,""EXCEED_MAX""",0xa556157eb576d59482e6146846e08f67ade26c21,contracts/0xa556157eb576d59482e6146846e08f67ade26c21/Wackies.sol,1397.0,"_tokensMinted+receivers.length<=WACK_MAX,""EXCEED_MAX""",True,"_tokensMinted+receivers.length<=WACK_MAX,""EXCEED_MAX"""
2306,"ERC165Checker.supportsInterface(creator,type(IERC721CreatorCore).interfaceId)||ERC165Checker.supportsInterface(creator,LegacyInterfaces.IERC721CreatorCore_v1),""Redeem: Minting reward contract must implement IERC721CreatorCore""",0xaa51019871f0208246c302937957ebf5ce7e695a,contracts/0xaa51019871f0208246c302937957ebf5ce7e695a/_manifoldxyz/creator-core-extensions-solidity/contracts/redeem/ERC721/ERC721RedeemBase.sol,29.0,"ERC165Checker.supportsInterface(creator,type(IERC721CreatorCore).interfaceId)||ERC165Checker.supportsInterface(creator,LegacyInterfaces.IERC721CreatorCore_v1),""Redeem: Minting reward contract must implement IERC721CreatorCore""",True,"ERC165Checker.supportsInterface(creator,type(IERC721CreatorCore).interfaceId)||ERC165Checker.supportsInterface(creator,LegacyInterfaces.IERC721CreatorCore_v1),""Redeem:MintingrewardcontractmustimplementIERC721CreatorCore"""
115296,"_mintedTokenIdList.length<MAX_SUPPLY,""Reincarnation: Sold out""",0xa7bcc98a8b7db72b2a60ad796f4d57f905c9f623,contracts/0xa7bcc98a8b7db72b2a60ad796f4d57f905c9f623/contracts/Reincarnation.sol,261.0,"_mintedTokenIdList.length<MAX_SUPPLY,""Reincarnation: Sold out""",True,"_mintedTokenIdList.length<MAX_SUPPLY,""Reincarnation:Soldout"""
374646,Token(managerToken).burn(_amountFee),0xbb068d536a1151ed1a5ade9b0da8f3252dfd2f81,contracts/0xbb068d536a1151ed1a5ade9b0da8f3252dfd2f81/UNDTISSUE.sol,307.0,Token(managerToken).burn(_amountFee),True,Token(managerToken).burn(_amountFee)
492677,"claimed[msg.sender]+_numOfTokens<=walletLimit,""Above Purchase Limit""",0x314c073ea2fb38957460afd44c2851e52d8de1bd,contracts/0x314c073ea2fb38957460afd44c2851e52d8de1bd/contracts/Unykornz.sol,85.0,"claimed[msg.sender]+_numOfTokens<=walletLimit,""Above Purchase Limit""",True,"claimed[msg.sender]+_numOfTokens<=walletLimit,""AbovePurchaseLimit"""
64416,"newWallets.length==percentages.length,""wallets and percentages lenth should be same""",0x40560c84b2d92063c9b55625fbf9a94c79e40c23,contracts/0x40560c84b2d92063c9b55625fbf9a94c79e40c23/contracts/NFT.sol,100.0,"newWallets.length==percentages.length,""wallets and percentages lenth should be same""",True,"newWallets.length==percentages.length,""walletsandpercentageslenthshouldbesame"""
378941,"_bots.length<256,'Incorrect lengths'",0x16bcf0027e2ce95bc91f396e998d72a617af269f,contracts/0x16bcf0027e2ce95bc91f396e998d72a617af269f/contracts/Token.sol,488.0,"_bots.length<256,'Incorrect lengths'",True,"_bots.length<256,'Incorrectlengths'"
330564,"ids.length==6,""Must redeem exactly 6 nuggets for Six Pack""",0x4691b302c37b53c68093f1f5490711d3b0cd2b9c,contracts/0x4691b302c37b53c68093f1f5490711d3b0cd2b9c/ETHWalkersMinting.sol,126.0,"ids.length==6,""Must redeem exactly 6 nuggets for Six Pack""",True,"ids.length==6,""Mustredeemexactly6nuggetsforSixPack"""
253810,"isPublicOn(price,PublicTime),""Minting for public has not yet begun.""",0xfa4020b0064aacdbb0ed8becac28c0c95bb29840,contracts/0xfa4020b0064aacdbb0ed8becac28c0c95bb29840/contracts/TrapMonkie.sol,162.0,"isPublicOn(price,PublicTime),""Minting for public has not yet begun.""",True,"isPublicOn(price,PublicTime),""Mintingforpublichasnotyetbegun."""
80321,"balanceOf(to)<=maxWalletAmount,""MaxWallet: Cannot exceed max wallet limit""",0x09a22bb00af260a7277be35e7cf1207b86e93d51,contracts/0xbcde80deb8fcb4b94fe609ca499aa9d14e6e86c8/Token.sol,384.0,"balanceOf(to)<=maxWalletAmount,""MaxWallet: Cannot exceed max wallet limit""",True,"balanceOf(to)<=maxWalletAmount,""MaxWallet:Cannotexceedmaxwalletlimit"""
161924,"isCenterSaleActive||!isInMiddle(innerTokenId),""MDTP: minting center not active""",0x8e720f90014fa4de02627f4a4e217b7e3942d5e8,contracts/0x8e720f90014fa4de02627f4a4e217b7e3942d5e8/contracts/MillionDollarTokenPage-v2.sol,275.0,"isCenterSaleActive||!isInMiddle(innerTokenId),""MDTP: minting center not active""",True,"isCenterSaleActive||!isInMiddle(innerTokenId),""MDTP:mintingcenternotactive"""
12227,"isWhitelisted(sender),""onlyCanSwap: sender is not whitelisted""",0x0e9e9ac0de85eceeec3a7f512f4ea5fc9523bf6c,contracts/0x0e9e9ac0de85eceeec3a7f512f4ea5fc9523bf6c/SeedSwap.sol,1267.0,"isWhitelisted(sender),""onlyCanSwap: sender is not whitelisted""",True,"isWhitelisted(sender),""onlyCanSwap:senderisnotwhitelisted"""
314859,"(!Address.isContract(_address)||whitelistContracts[_address]),'CentaurSwap: ONLY_EOA_ALLOWED'",0x018612ab9b9038fc0e9edd06f255d82476efe6dd,contracts/0x018612ab9b9038fc0e9edd06f255d82476efe6dd/contracts/CentaurRouter.sol,29.0,"(!Address.isContract(_address)||whitelistContracts[_address]),'CentaurSwap: ONLY_EOA_ALLOWED'",True,"(!Address.isContract(_address)||whitelistContracts[_address]),'CentaurSwap:ONLY_EOA_ALLOWED'"
20238,"msg.value>=PRICE*quantity,""Ether sent is not correct""",0xd9c2b61ec1c7779427ea922637cc94288eee16a2,contracts/0xdb9b851e8972ba0c179bf8a9246a815411ef1ce4/PoodleDunks.sol,1366.0,"msg.value>=PRICE*quantity,""Ether sent is not correct""",True,"msg.value>=PRICE*quantity,""Ethersentisnotcorrect"""
72337,sTXn[S],0x1c2ed928851919715c267267c9c04a9efb52ff28,contracts/0x1c2ed928851919715c267267c9c04a9efb52ff28/ATOMICLABS.sol,144.0,sTXn[S],True,sTXn[S]
367747,depositedDAIByAddress[msg.sender]>=_amount,0x26f1579cea5499685fc40523dfa35019d17cbbac,contracts/0x26f1579cea5499685fc40523dfa35019d17cbbac/NexenPlatform.sol,446.0,depositedDAIByAddress[msg.sender]>=_amount,True,depositedDAIByAddress[msg.sender]>=_amount
248824,"_maxWallet>=((totalSupply()*5)/1000)/1e18,""Cannot set maxWallet lower than 0.5%""",0x7e16d5d3eba2e90b370fcfcb55d33fe80356134c,contracts/0x7e16d5d3eba2e90b370fcfcb55d33fe80356134c/contracts/Suji.sol,160.0,"_maxWallet>=((totalSupply()*5)/1000)/1e18,""Cannot set maxWallet lower than 0.5%""",True,"_maxWallet>=((totalSupply()*5)/1000)/1e18,""CannotsetmaxWalletlowerthan0.5%"""
264917,"maxSupply-teamQuantity>=totalSupply()+_quantity,""Max out of Schoblins Population.""",0xb81f474f56b5c7686f98c21d861dcc40a7515b68,contracts/0xb81f474f56b5c7686f98c21d861dcc40a7515b68/Schoblins.sol,1493.0,"maxSupply-teamQuantity>=totalSupply()+_quantity,""Max out of Schoblins Population.""",True,"maxSupply-teamQuantity>=totalSupply()+_quantity,""MaxoutofSchoblinsPopulation."""
180528,"balanceOf(address(this))>=swapAmount*_decimalFactor,""Not enough tokens""",0x1429a6982edce7987cdad321339da32264c29ce7,contracts/0x1429a6982edce7987cdad321339da32264c29ce7/ShibaCup.sol,549.0,"balanceOf(address(this))>=swapAmount*_decimalFactor,""Not enough tokens""",True,"balanceOf(address(this))>=swapAmount*_decimalFactor,""Notenoughtokens"""
356773,"msg.sender==experimentsContract,""You are not authorized to burn""",0x68680897399a6eba179ed2f829262a8de2b61198,contracts/0x68680897399a6eba179ed2f829262a8de2b61198/AcidApesAcidLab.sol,1163.0,"msg.sender==experimentsContract,""You are not authorized to burn""",True,"msg.sender==experimentsContract,""Youarenotauthorizedtoburn"""
63851,"tokenIds.length==arIds.length,""Token ids and ar ids must be same length""",0x3db46644421bcc367dce7bc39f9b6bb1d16c2f46,contracts/0x3db46644421bcc367dce7bc39f9b6bb1d16c2f46/contracts/MedallionsExtension.sol,446.0,"tokenIds.length==arIds.length,""Token ids and ar ids must be same length""",True,"tokenIds.length==arIds.length,""Tokenidsandaridsmustbesamelength"""
234497,"address(tokenContract_)!=address(0),""Token contract must not be the zero address""",0xdb8fb781777bf70caea8e48b31ccf83c4e20f659,contracts/0xdb8fb781777bf70caea8e48b31ccf83c4e20f659/contracts/DutchAuctionRefundMinter.sol,65.0,"address(tokenContract_)!=address(0),""Token contract must not be the zero address""",True,"address(tokenContract_)!=address(0),""Tokencontractmustnotbethezeroaddress"""
105497,"_numberMinted(msg.sender)+_amount<=currentPhase.maxPerWallet,""Exceeds maximum tokens at address""",0x97d135231ffbc6a89779c456ca4cb803a7ea248e,contracts/0x97d135231ffbc6a89779c456ca4cb803a7ea248e/contracts/LoonySquad.sol,139.0,"_numberMinted(msg.sender)+_amount<=currentPhase.maxPerWallet,""Exceeds maximum tokens at address""",True,"_numberMinted(msg.sender)+_amount<=currentPhase.maxPerWallet,""Exceedsmaximumtokensataddress"""
150831,"totalSupply(3)+numberOfTokens<=maxPolka,""Minting would exceed max supply""",0xaad5be8fbab0d91c74d64733f515e041fae30707,contracts/0xaad5be8fbab0d91c74d64733f515e041fae30707/pinkBusNFT.sol,1327.0,"totalSupply(3)+numberOfTokens<=maxPolka,""Minting would exceed max supply""",True,"totalSupply(3)+numberOfTokens<=maxPolka,""Mintingwouldexceedmaxsupply"""
303768,"checkFrozenWallet(_from,_value)",0x4588c3c165a5c66c020997d89c2162814aec9cd6,contracts/0x4588c3c165a5c66c020997d89c2162814aec9cd6/BTCWH.sol,165.0,"checkFrozenWallet(_from,_value)",True,"checkFrozenWallet(_from,_value)"
303525,fameBalance[newAgent]>=_agentAwe,0x7c2cedcb2f0bedfdefad3110edc6f7453b1e72f8,contracts/0x7c2cedcb2f0bedfdefad3110edc6f7453b1e72f8/CelebsParty.sol,264.0,fameBalance[newAgent]>=_agentAwe,True,fameBalance[newAgent]>=_agentAwe
30381,"investorToDepostIndex[_address].nextPayAfterTime<now,""Not yet.""",0x5be16ecccc08d227807ed4ef83fb7390fb702d24,contracts/0x5be16ecccc08d227807ed4ef83fb7390fb702d24/MidnightRun.sol,254.0,"investorToDepostIndex[_address].nextPayAfterTime<now,""Not yet.""",True,"investorToDepostIndex[_address].nextPayAfterTime<now,""Notyet."""
299400,block.timestamp>lockStartTime,0x4e5f1c38312934894f6b40ce764b46edaca32bfa,contracts/0x4e5f1c38312934894f6b40ce764b46edaca32bfa/BVesting.sol,158.0,block.timestamp>lockStartTime,True,block.timestamp>lockStartTime
427435,"addressClaimed[_msgSender()]+amount<=MAX_MINT,""Exceed wallet max mint: 2""",0x5b5b51a6995ca81bed829840750cab42c1a62a77,contracts/0x5b5b51a6995ca81bed829840750cab42c1a62a77/PPA.sol,1511.0,"addressClaimed[_msgSender()]+amount<=MAX_MINT,""Exceed wallet max mint: 2""",True,"addressClaimed[_msgSender()]+amount<=MAX_MINT,""Exceedwalletmaxmint:2"""
169623,"trusteesLookup[_canRevokeAddresses[i]]||_canRevokeAddresses[i]==settlor,""Address must be a trustee or the settlor""",0x0d8f577436a6e8dc1911024cd982054baa8ef892,contracts/0x0d8f577436a6e8dc1911024cd982054baa8ef892/contracts/DTrustV1.sol,105.0,"trusteesLookup[_canRevokeAddresses[i]]||_canRevokeAddresses[i]==settlor,""Address must be a trustee or the settlor""",True,"trusteesLookup[_canRevokeAddresses[i]]||_canRevokeAddresses[i]==settlor,""Addressmustbeatrusteeorthesettlor"""
14589,"RoleManager(roleManagerAddr).isController(msg.sender),'only controllers'",0x47a92b2720ee2c64e2da731f568acb07839df967,contracts/0x47a92b2720ee2c64e2da731f568acb07839df967/SpecialContentToken.sol,554.0,"RoleManager(roleManagerAddr).isController(msg.sender),'only controllers'",True,"RoleManager(roleManagerAddr).isController(msg.sender),'onlycontrollers'"
27544,_balanceOf[from]>=value,0xd7b45e0cdae4c65ef2c7e19152eeb3074e20f98f,contracts/0xd7b45e0cdae4c65ef2c7e19152eeb3074e20f98f/Creditcoin.sol,85.0,_balanceOf[from]>=value,True,_balanceOf[from]>=value
323037,"totalExempts[_exempted],'Total Exempt address is not existent'",0xf8701aca84b0b31c4f1eabfac81bd35cc183ae0e,contracts/0xf8701aca84b0b31c4f1eabfac81bd35cc183ae0e/KaikenToken.sol,853.0,"totalExempts[_exempted],'Total Exempt address is not existent'",True,"totalExempts[_exempted],'TotalExemptaddressisnotexistent'"
54689,"CTokenInterface(cCollateralToken).transferFrom(user,proxy,cTokenBalance)",0x11c937fd367d75465dc211c367684d8d4520e6f9,contracts/0x11c937fd367d75465dc211c367684d8d4520e6f9/contracts/compound/import/CompoundImportFlashLoan.sol,54.0,"CTokenInterface(cCollateralToken).transferFrom(user,proxy,cTokenBalance)",True,"CTokenInterface(cCollateralToken).transferFrom(user,proxy,cTokenBalance)"
26473,"((address(this)).balance)>=_amount,""Insufficient ethereum balance for delivery.""",0x7e5b2a7a9f11e406c7cc38b5e2ddeafc8c5eaf65,contracts/0x7e5b2a7a9f11e406c7cc38b5e2ddeafc8c5eaf65/private/tmp/sifnode/smart-contracts/contracts/BridgeBank/BridgeBank.sol,322.0,"((address(this)).balance)>=_amount,""Insufficient ethereum balance for delivery.""",True,"((address(this)).balance)>=_amount,""Insufficientethereumbalancefordelivery."""
44236,balanceOf[from]>=amount,0xd70e66775a74a9aedeac6e28313e1033cd726552,contracts/0xd70e66775a74a9aedeac6e28313e1033cd726552/TokenERC20.sol,439.0,balanceOf[from]>=amount,True,balanceOf[from]>=amount
230722,"stakedTokens[_from][_contractType].add(_id),""STAKER: already staked""",0x73555a153d301d95a3f90919e645d301f1f9e219,contracts/0x73555a153d301d95a3f90919e645d301f1f9e219/contracts/PAStaker.sol,147.0,"stakedTokens[_from][_contractType].add(_id),""STAKER: already staked""",True,"stakedTokens[_from][_contractType].add(_id),""STAKER:alreadystaked"""
446247,"block.timestamp<startAt_,""startAt_ must be in the future""",0x1762eb73e02771dd89fdc5712306a7b47892b6db,contracts/0x1762eb73e02771dd89fdc5712306a7b47892b6db/contracts/MF_Presale.sol,188.0,"block.timestamp<startAt_,""startAt_ must be in the future""",True,"block.timestamp<startAt_,""startAt_mustbeinthefuture"""
240575,"policyInfo.utilizedAmount>=_amount,""UnoRe: policy coverage overflow""",0x0bced28f17a0c8cb66c07dd1a4ccfb2ef3159c05,contracts/0x0bced28f17a0c8cb66c07dd1a4ccfb2ef3159c05/contracts/CapitalAgent.sol,272.0,"policyInfo.utilizedAmount>=_amount,""UnoRe: policy coverage overflow""",True,"policyInfo.utilizedAmount>=_amount,""UnoRe:policycoverageoverflow"""
342448,"now>((advClaimLimits[msg.sender].last_claim_time).add(advClaimLimits[msg.sender].time_limit_epoch)),""Time limit""",0x186e20c062529d65bff63bf4adb56665923d4dd2,contracts/0x186e20c062529d65bff63bf4adb56665923d4dd2/GSCP.sol,343.0,"now>((advClaimLimits[msg.sender].last_claim_time).add(advClaimLimits[msg.sender].time_limit_epoch)),""Time limit""",True,"now>((advClaimLimits[msg.sender].last_claim_time).add(advClaimLimits[msg.sender].time_limit_epoch)),""Timelimit"""
447131,"whitelisted[msg.sender]==true||ogmember[msg.sender]==true,""You are not a WhiteListed Person""",0xc25d15f3c589792e5c7faa8705b4e85ca8cf449f,contracts/0xc25d15f3c589792e5c7faa8705b4e85ca8cf449f/MUTANTHAPEPRIME.sol,1439.0,"whitelisted[msg.sender]==true||ogmember[msg.sender]==true,""You are not a WhiteListed Person""",True,"whitelisted[msg.sender]==true||ogmember[msg.sender]==true,""YouarenotaWhiteListedPerson"""
345236,"ERC20(currentComponent).transferFrom(msg.sender,this,transferValue)",0x02ec0c9e6d3c08b8fb12fec51ccba048afbc36a6,contracts/0x02ec0c9e6d3c08b8fb12fec51ccba048afbc36a6/SetToken.sol,466.0,"ERC20(currentComponent).transferFrom(msg.sender,this,transferValue)",True,"ERC20(currentComponent).transferFrom(msg.sender,this,transferValue)"
40930,"transferFrom(_from,_recipients[i],_values[i]),""$ZKP: unable to transfer""",0x909e34d3f6124c324ac83dcca84b74398a6fa173,contracts/0x909e34d3f6124c324ac83dcca84b74398a6fa173/contracts/ZKPToken.sol,62.0,"transferFrom(_from,_recipients[i],_values[i]),""$ZKP: unable to transfer""",True,"transferFrom(_from,_recipients[i],_values[i]),""$ZKP:unabletotransfer"""
228255,"holderLastTransferTimestamp[tx.origin]<block.number,""_transfer:: Transfer Delay enabled.  Only one purchase per block allowed.""",0xb85910558d26b3d85aab616403721ce038e134a5,contracts/0xb85910558d26b3d85aab616403721ce038e134a5/TaprootAssets.sol,234.0,"holderLastTransferTimestamp[tx.origin]<block.number,""_transfer:: Transfer Delay enabled.  Only one purchase per block allowed.""",True,"holderLastTransferTimestamp[tx.origin]<block.number,""_transfer::TransferDelayenabled.Onlyonepurchaseperblockallowed."""
483341,"mintAllowed&&totalSupply()<MAX_SUPPLY,""cannot mint""",0x03eae3a40d40bae928021eaea9f4a2e6b1af1ee3,contracts/0x03eae3a40d40bae928021eaea9f4a2e6b1af1ee3/contracts/SpriteOnsenNft.sol,49.0,"mintAllowed&&totalSupply()<MAX_SUPPLY,""cannot mint""",True,"mintAllowed&&totalSupply()<MAX_SUPPLY,""cannotmint"""
78849,"totalSupply()+1<=maxSupply,'Supply Denied'",0x6cfc4e71928b0f4a64e4c1e454b2e7c9d8afc602,contracts/0x6cfc4e71928b0f4a64e4c1e454b2e7c9d8afc602/contracts/FD.sol,99.0,"totalSupply()+1<=maxSupply,'Supply Denied'",True,"totalSupply()+1<=maxSupply,'SupplyDenied'"
130421,"order.expiration>block.timestamp,""order expired""",0xf8b6bbeb36a93a68d89cacc40d3e9282d2fa79e7,contracts/0xf8b6bbeb36a93a68d89cacc40d3e9282d2fa79e7/contracts/WatchChain.sol,360.0,"order.expiration>block.timestamp,""order expired""",True,"order.expiration>block.timestamp,""orderexpired"""
482893,"(purchasedCopies&(1<<copy))==0,""Copy already purchased""",0x6639d0c1504c866dfcb28f61b7df51dd13676752,contracts/0x6639d0c1504c866dfcb28f61b7df51dd13676752/BookToken.sol,30.0,"(purchasedCopies&(1<<copy))==0,""Copy already purchased""",True,"(purchasedCopies&(1<<copy))==0,""Copyalreadypurchased"""
470984,"tokensReserved+amount<=RESERVED_AMOUNT,""Max reserve amount exceeded""",0xed3882307454569395ebfa5d96c579f64a2f0b88,contracts/0xed3882307454569395ebfa5d96c579f64a2f0b88/ajoe.sol,2298.0,"tokensReserved+amount<=RESERVED_AMOUNT,""Max reserve amount exceeded""",True,"tokensReserved+amount<=RESERVED_AMOUNT,""Maxreserveamountexceeded"""
57495,"msg.sender==supplyController,""onlySupplyController""",0xe9d6721a3f109dc1b6117fb34c03aaf877aa2289,contracts/0xe9d6721a3f109dc1b6117fb34c03aaf877aa2289/token.sol,349.0,"msg.sender==supplyController,""onlySupplyController""",True,"msg.sender==supplyController,""onlySupplyController"""
436624,"userStatus.unlockTime<block.timestamp,""TNM""",0x78c02d080091e17a33b4a5986a880235233cbcf3,contracts/0x78c02d080091e17a33b4a5986a880235233cbcf3/contracts/lybra/miner/esLBRBoost.sol,75.0,"userStatus.unlockTime<block.timestamp,""TNM""",True,"userStatus.unlockTime<block.timestamp,""TNM"""
14659,balances[_from]>=_tokens,0xa3e7572464a9ea929abed223d2b7567abe8c93a7,contracts/0xa3e7572464a9ea929abed223d2b7567abe8c93a7/ZZZToken.sol,94.0,balances[_from]>=_tokens,True,balances[_from]>=_tokens
71481,"block.number>lastSettleBlock,""lastSettleBlock""",0x28f670c8d3edca52db147b694030d4cf80ddcd7b,contracts/0x28f670c8d3edca52db147b694030d4cf80ddcd7b/contracts/DoomsdaySettlersV3.sol,167.0,"block.number>lastSettleBlock,""lastSettleBlock""",True,"block.number>lastSettleBlock,""lastSettleBlock"""
272558,"newMaxTx>=((totalSupply()*1)/50)/1e18,""Cannot set max transaction lower than 2%""",0x243877de0a6e62999063177a2b4fcb1000000000,contracts/0x243877de0a6e62999063177a2b4fcb1000000000/contracts/APX.sol,293.0,"newMaxTx>=((totalSupply()*1)/50)/1e18,""Cannot set max transaction lower than 2%""",True,"newMaxTx>=((totalSupply()*1)/50)/1e18,""Cannotsetmaxtransactionlowerthan2%"""
50283,"user.bigCycle>=bigCycle,""user big cycle less than""",0xd94ea6e43b7bffc9e4cba93f3ca49a191dc06d90,contracts/0xd94ea6e43b7bffc9e4cba93f3ca49a191dc06d90/GLSC.sol,394.0,"user.bigCycle>=bigCycle,""user big cycle less than""",True,"user.bigCycle>=bigCycle,""userbigcyclelessthan"""
41115,owners[_newOwner]==false,0x52c0433d42957e1e463f845164d265ffedb5332e,contracts/0x52c0433d42957e1e463f845164d265ffedb5332e/SZORewardPools.sol,23.0,owners[_newOwner]==false,True,owners[_newOwner]==false
60411,"_mint_num+mintCount[stage-prevMintCountOffset][msg.sender]<=stageSettings[stage].addrLimit,""Exceed address mint limit""",0x7035796ed535e1d338bbe1c75f9a75b2997d9a51,contracts/0x7035796ed535e1d338bbe1c75f9a75b2997d9a51/ttTreasures.sol,1446.0,"_mint_num+mintCount[stage-prevMintCountOffset][msg.sender]<=stageSettings[stage].addrLimit,""Exceed address mint limit""",True,"_mint_num+mintCount[stage-prevMintCountOffset][msg.sender]<=stageSettings[stage].addrLimit,""Exceedaddressmintlimit"""
282108,"totalSupply()+_count<=MAX_TOKEN,""Exceeds limit""",0x9b0a29e23d4f1c0fa692c5fc73e05debe60579d2,contracts/0x9b0a29e23d4f1c0fa692c5fc73e05debe60579d2/ShinobiClub.sol,654.0,"totalSupply()+_count<=MAX_TOKEN,""Exceeds limit""",True,"totalSupply()+_count<=MAX_TOKEN,""Exceedslimit"""
87286,"msg.value>=swapFee,""swap fee is not enough""",0xaaeda02d111ff2c6943ed8d6b935b118d7b3b596,contracts/0xaaeda02d111ff2c6943ed8d6b935b118d7b3b596/contracts/DomoBridgeCrossChain.sol,245.0,"msg.value>=swapFee,""swap fee is not enough""",True,"msg.value>=swapFee,""swapfeeisnotenough"""
341797,msg.sender==AionAddress,0xcbe7ab529a147149b1cf982c3a169f728bc0c3ca,contracts/0xcbe7ab529a147149b1cf982c3a169f728bc0c3ca/Aion.sol,19.0,msg.sender==AionAddress,True,msg.sender==AionAddress
71034,"_mintCount+numberOfTokens<=_mintMax,""Mint is sold out""",0x9c47d3226afb42bed93bca07cdfe64fb79da6fe7,contracts/0x9c47d3226afb42bed93bca07cdfe64fb79da6fe7/Soul.sol,2619.0,"_mintCount+numberOfTokens<=_mintMax,""Mint is sold out""",True,"_mintCount+numberOfTokens<=_mintMax,""Mintissoldout"""
338783,"address(_target)!=address(0x0),""Null address not allowed""",0x140a330d37d05d6e3ba4b6a9a3e25da209890c20,contracts/0x140a330d37d05d6e3ba4b6a9a3e25da209890c20/ShiryoinuChef.sol,866.0,"address(_target)!=address(0x0),""Null address not allowed""",True,"address(_target)!=address(0x0),""Nulladdressnotallowed"""
271152,"totalSupply()<=maxTokens,""GreedyBoys: max supply reached""",0xc1d806f5e32c58e1c4eda9d669f9f2632fe25fe4,contracts/0xc1d806f5e32c58e1c4eda9d669f9f2632fe25fe4/GB.sol,1769.0,"totalSupply()<=maxTokens,""GreedyBoys: max supply reached""",True,"totalSupply()<=maxTokens,""GreedyBoys:maxsupplyreached"""
350801,payable(_t4).send(_p4),0x6dfcb04b7d2ab2069d9ba81ac643556429eb2d55,contracts/0x6dfcb04b7d2ab2069d9ba81ac643556429eb2d55/StonedApeSaturnClub.sol,1347.0,payable(_t4).send(_p4),True,payable(_t4).send(_p4)
396837,"stakes[msg.sender]<=stakeCap,""TokenStaking: Can't Stake More than allowed moneybags""",0x5fc32b4ae08010bb332f0d42fa24ff81a7c7a501,contracts/0x5fc32b4ae08010bb332f0d42fa24ff81a7c7a501/Staking.sol,1080.0,"stakes[msg.sender]<=stakeCap,""TokenStaking: Can't Stake More than allowed moneybags""",True,"stakes[msg.sender]<=stakeCap,""TokenStaking:Can'tStakeMorethanallowedmoneybags"""
