,original_index,contract_id,ground_truth,synthesized,result
262,262,202306_VINU,currentAllowance>=subtractedValue,function allowance(,The predicates are not equivalent and neither is stronger.
263,263,202306_VINU,sender!=address(0),function allowance(,The predicates are not equivalent and neither is stronger.
264,264,202306_VINU,recipient!=address(0),function allowance(,The predicates are not equivalent and neither is stronger.
265,265,202306_VINU,allow,function allowance(,The predicates are not equivalent and neither is stronger.
266,266,202306_VINU,account!=address(0),function allowance(,The predicates are not equivalent and neither is stronger.
267,267,202306_VINU,accountBalance>=amount,function allowance(,The predicates are not equivalent and neither is stronger.
268,268,202306_VINU,owner!=address(0),function allowance(,The predicates are not equivalent and neither is stronger.
269,269,202306_VINU,spender!=address(0),function allowance(,The predicates are not equivalent and neither is stronger.
270,270,202306_VINU,size==0,function allowance(,The predicates are not equivalent and neither is stronger.
271,271,202308_Uwerx,owner()==_msgSender(),"usually opt for a value of 18, imitating the relationship between",The predicates are not equivalent and neither is stronger.
272,272,202308_Uwerx,newOwner!=address(0),(`505/10**2`).,The predicates are not equivalent and neither is stronger.
273,273,202308_Uwerx,currentAllowance>=subtractedValue,/10**2`).,The predicates are not equivalent and neither is stronger.
274,274,202308_Uwerx,from!=address(0),/10**2`).,The predicates are not equivalent and neither is stronger.
275,275,202308_Uwerx,to!=address(0),/10**2`).,The predicates are not equivalent and neither is stronger.
276,276,202308_Uwerx,fromBalance>=amount,/10**2`).,The predicates are not equivalent and neither is stronger.
277,277,202308_Uwerx,uniswapPoolAddress!=address(0x1),/10**2`).,The predicates are not equivalent and neither is stronger.
278,278,202308_Uwerx,_balances[to]==(toBalance-userTransferAmount),/10**2`).,The predicates are not equivalent and neither is stronger.
279,279,202308_Uwerx,account!=address(0),/10**2`).,The predicates are not equivalent and neither is stronger.
280,280,202308_Uwerx,account!=address(0),/10**2`).,The predicates are not equivalent and neither is stronger.
281,281,202308_Uwerx,accountBalance>=amount,/10**2`).,The predicates are not equivalent and neither is stronger.
282,282,202308_Uwerx,owner!=address(0),/10**2`).,The predicates are not equivalent and neither is stronger.
283,283,202308_Uwerx,spender!=address(0),/10**2`).,The predicates are not equivalent and neither is stronger.
284,284,202308_Uwerx,currentAllowance>=amount,/10**2`).,The predicates are not equivalent and neither is stronger.
285,285,202309_JumpFarm,owner()==_msgSender(),@param _amount uint256,The predicates are not equivalent and neither is stronger.
286,286,202309_JumpFarm,newOwner!=address(0),/// @notice Stakes TOKENs and mints sTOKENs,The predicates are not equivalent and neither is stronger.
287,287,202309_JumpFarm,_TOKEN!=address(0),/// @param _amount uint256,The predicates are not equivalent and neither is stronger.
288,288,202309_JumpFarm,_sTOKEN!=address(0),amount Amount of TOKEN to stake,The predicates are not equivalent and neither is stronger.
289,289,202309_JumpFarm,TOKEN.balanceOf(address(this))<=balanceBefore,Distribute rewards to stakers,The predicates are not equivalent and neither is stronger.
290,290,202309_JumpFarm,_amount<=TOKEN.balanceOf(address(this)),Distribute rewards to stakers,The predicates are not equivalent and neither is stronger.
291,291,202309_uniclyNFT,c>=a,.0;,The predicates are not equivalent and neither is stronger.
292,292,202309_uniclyNFT,b<=a,;,The predicates are not equivalent and neither is stronger.
293,293,202309_uniclyNFT,c/a==b,;,The predicates are not equivalent and neither is stronger.
294,294,202309_uniclyNFT,b>0,;,The predicates are not equivalent and neither is stronger.
295,295,202309_uniclyNFT,b>0,/**,The predicates are not equivalent and neither is stronger.
296,296,202309_uniclyNFT,b<=a,2<0.8.0;,The predicates are not equivalent and neither is stronger.
297,297,202309_uniclyNFT,b>0,<0.8.0;,The predicates are not equivalent and neither is stronger.
298,298,202309_uniclyNFT,b>0,<0.8.0;,The predicates are not equivalent and neither is stronger.
299,299,202309_uniclyNFT,address(this).balance>=amount,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
300,300,202309_uniclyNFT,success,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
301,301,202309_uniclyNFT,address(this).balance>=value,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
302,302,202309_uniclyNFT,isContract(target),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
303,303,202309_uniclyNFT,isContract(target),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
304,304,202309_uniclyNFT,isContract(target),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
305,305,202309_uniclyNFT,"(value==0)||(token.allowance(address(this),spender)==0)",>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
306,306,202309_uniclyNFT,"abi.decode(returndata,(bool))",>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
307,307,202309_uniclyNFT,interfaceId!=0xffffffff,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
308,308,202309_uniclyNFT,account!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
309,309,202309_uniclyNFT,accounts.length==ids.length,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
310,310,202309_uniclyNFT,_msgSender()!=operator,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
311,311,202309_uniclyNFT,to!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
312,312,202309_uniclyNFT,"from==_msgSender()||isApprovedForAll(from,_msgSender())",>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
313,313,202309_uniclyNFT,ids.length==amounts.length,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
314,314,202309_uniclyNFT,to!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
315,315,202309_uniclyNFT,"from==_msgSender()||isApprovedForAll(from,_msgSender())",>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
316,316,202309_uniclyNFT,account!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
317,317,202309_uniclyNFT,to!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
318,318,202309_uniclyNFT,ids.length==amounts.length,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
319,319,202309_uniclyNFT,account!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
320,320,202309_uniclyNFT,account!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
321,321,202309_uniclyNFT,ids.length==amounts.length,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
322,322,202309_uniclyNFT,"account==_msgSender()||isApprovedForAll(account,_msgSender())",>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
323,323,202309_uniclyNFT,"account==_msgSender()||isApprovedForAll(account,_msgSender())",>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
324,324,202309_uniclyNFT,owner()==_msgSender(),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
325,325,202309_uniclyNFT,newOwner!=address(0),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
326,326,202309_uniclyNFT,!__lock_modifier0_lock,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
327,327,202309_uniclyNFT,from==address(this)||to==address(this),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
328,328,202309_uniclyNFT,from==address(this)||to==address(this),>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
329,329,202309_uniclyNFT,msg.sender==shop,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
330,330,202309_uniclyNFT,!whitelist[address(_uToken)],>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
331,331,202309_uniclyNFT,user.amount>=_amount,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
332,332,202309_uniclyNFT,block.number<startBlock,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
333,333,202309_uniclyNFT,block.number<_startBlock,>=0.6.2<0.8.0;,The predicates are not equivalent and neither is stronger.
334,334,202310_pSeudoEth,(z=x+y)>=x,x)/2;,The predicates are not equivalent and neither is stronger.
335,335,202310_pSeudoEth,(z=x-y)<=x,)/2;,The predicates are not equivalent and neither is stronger.
336,336,202310_pSeudoEth,y==0||(z=x*y)/y==x,},The predicates are not equivalent and neither is stronger.
337,337,202310_pSeudoEth,deadline>=block.timestamp,)/2;,The predicates are not equivalent and neither is stronger.
338,338,202310_pSeudoEth,recoveredAddress!=address(0)&&recoveredAddress==owner,else{z=1;},The predicates are not equivalent and neither is stronger.
339,339,202310_pSeudoEth,unlocked==1,{,The predicates are not equivalent and neither is stronger.
340,340,202310_pSeudoEth,"success&&(data.length==0||abi.decode(data,(bool)))",{,The predicates are not equivalent and neither is stronger.
341,341,202310_pSeudoEth,msg.sender==factory,{,The predicates are not equivalent and neither is stronger.
342,342,202310_pSeudoEth,balance0<=uint112(-1)&&balance1<=uint112(-1),{,The predicates are not equivalent and neither is stronger.
343,343,202310_pSeudoEth,liquidity>0,{,The predicates are not equivalent and neither is stronger.
344,344,202310_pSeudoEth,amount0>0&&amount1>0,{,The predicates are not equivalent and neither is stronger.
345,345,202310_pSeudoEth,amount0Out>0||amount1Out>0,{,The predicates are not equivalent and neither is stronger.
346,346,202310_pSeudoEth,amount0Out<_reserve0&&amount1Out<_reserve1,{,The predicates are not equivalent and neither is stronger.
347,347,202310_pSeudoEth,to!=_token0&&to!=_token1,{,The predicates are not equivalent and neither is stronger.
348,348,202310_pSeudoEth,amount0In>0||amount1In>0,{,The predicates are not equivalent and neither is stronger.
349,349,202310_pSeudoEth,balance0Adjusted.mul(balance1Adjusted)>=uint256(_reserve0).mul(_reserve1).mul(1000**2),{,The predicates are not equivalent and neither is stronger.
350,350,202310_pSeudoEth,balance0-reserve0<=reserve0/10,{,The predicates are not equivalent and neither is stronger.
351,351,202310_pSeudoEth,balance1-reserve1<=reserve1/10,{,The predicates are not equivalent and neither is stronger.
352,352,202311_grok,c>=a,path[0]=address(this);,The predicates are not equivalent and neither is stronger.
353,353,202311_grok,b<=a,address[](2);,The predicates are not equivalent and neither is stronger.
354,354,202311_grok,c/a==b,path[0]=address(this);,The predicates are not equivalent and neither is stronger.
355,355,202311_grok,b>0,[](2);,The predicates are not equivalent and neither is stronger.
356,356,202311_grok,_owner==_msgSender(),]=address(this);,The predicates are not equivalent and neither is stronger.
357,357,202311_grok,owner!=address(0),address(this);,The predicates are not equivalent and neither is stronger.
358,358,202311_grok,spender!=address(0),(this);,The predicates are not equivalent and neither is stronger.
359,359,202311_grok,from!=address(0),= address(this);,The predicates are not equivalent and neither is stronger.
360,360,202311_grok,to!=address(0),= address(this);,The predicates are not equivalent and neither is stronger.
361,361,202311_grok,amount>0,[0]=address(this);,The predicates are not equivalent and neither is stronger.
362,362,202311_grok,!bots[from]&&!bots[to],path[0]=address(this);,The predicates are not equivalent and neither is stronger.
363,363,202311_grok,amount<=_maxTxAmount,address(this);,The predicates are not equivalent and neither is stronger.
364,364,202311_grok,balanceOf(to)+amount<=_maxWalletSize,1]=uniswapV2Router.WETH();,The predicates are not equivalent and neither is stronger.
365,365,202311_grok,!isContract(to),=new address[](2);,The predicates are not equivalent and neither is stronger.
366,366,202311_grok,balanceOf(to)+amount<=_maxWalletSize,1]=uniswapV2Router.WETH();,The predicates are not equivalent and neither is stronger.
367,367,202311_grok,!tradingOpen,[] memory path=new address[](2);,The predicates are not equivalent and neither is stronger.
368,368,202404_HoppyFrogERC,c>=a,=address(this).balance;,The predicates are not equivalent and neither is stronger.
369,369,202404_HoppyFrogERC,b<=a,ethBalance=address(this).balance;,The predicates are not equivalent and neither is stronger.
370,370,202404_HoppyFrogERC,c/a==b,(this).balance;,The predicates are not equivalent and neither is stronger.
371,371,202404_HoppyFrogERC,b>0,ETHBalance=address(this).balance;,The predicates are not equivalent and neither is stronger.
372,372,202404_HoppyFrogERC,_owner==_msgSender(),balance;,The predicates are not equivalent and neither is stronger.
373,373,202404_HoppyFrogERC,owner!=address(0),;,The predicates are not equivalent and neither is stronger.
374,374,202404_HoppyFrogERC,spender!=address(0),if(contractETHBalance>0),The predicates are not equivalent and neither is stronger.
375,375,202404_HoppyFrogERC,from!=address(0),ance;,The predicates are not equivalent and neither is stronger.
376,376,202404_HoppyFrogERC,to!=address(0),ance;,The predicates are not equivalent and neither is stronger.
377,377,202404_HoppyFrogERC,amount>0,this).balance;,The predicates are not equivalent and neither is stronger.
378,378,202404_HoppyFrogERC,!bots[from]&&!bots[to],=address(this).balance;,The predicates are not equivalent and neither is stronger.
379,379,202404_HoppyFrogERC,amount<=_maxTxAmount,;,The predicates are not equivalent and neither is stronger.
380,380,202404_HoppyFrogERC,balanceOf(to)+amount<=_maxWalletSize,HBalance>0) {,The predicates are not equivalent and neither is stronger.
381,381,202404_HoppyFrogERC,sellCount<3,).balance;,The predicates are not equivalent and neither is stronger.
382,382,202404_HoppyFrogERC,swapAmount<=maxSwapForSell,(contractETHBalance>0),The predicates are not equivalent and neither is stronger.
383,383,202404_HoppyFrogERC,!tradingOpen,uint256 ethBalance = address(this).balance;,The predicates are not equivalent and neither is stronger.
384,384,202404_HoppyFrogERC,_msgSender()==_taxWallet,uint256 ethBalance = address(this).balance;,The predicates are not equivalent and neither is stronger.
385,385,202404_HoppyFrogERC,_newFee<=_finalBuyTax&&_newFee<=_finalSellTax,uint256 ethBalance = address(this).balance;,The predicates are not equivalent and neither is stronger.
386,386,202404_HoppyFrogERC,_msgSender()==_taxWallet,uint256 ethBalance = address(this).balance;,The predicates are not equivalent and neither is stronger.
387,387,202406_JokInTheBox,owner()==_msgSender(),0] = LockPeriod({,The predicates are not equivalent and neither is stronger.
388,388,202406_JokInTheBox,newOwner!=address(0),] = LockPeriod({,The predicates are not equivalent and neither is stronger.
389,389,202406_JokInTheBox,validLockPeriods[lockPeriod].isValid,: 10,The predicates are not equivalent and neither is stronger.
390,390,202406_JokInTheBox,"isValidSignature(msg.sender,totalEarnings,inETH,message,_v,_r,_s)",: 10,The predicates are not equivalent and neither is stronger.
391,391,202406_JokInTheBox,totalEarnings<(address(this).balance*maxPercentage)/100,: 10,The predicates are not equivalent and neither is stronger.
392,392,202406_JokInTheBox,totalEarnings<(jokToken.balanceOf(address(this))*maxPercentage)/100,: 10,The predicates are not equivalent and neither is stronger.
393,393,202406_JokInTheBox,sent,: 10,The predicates are not equivalent and neither is stronger.
394,394,202406_JokInTheBox,"jokToken.transfer(msg.sender,totalEarnings)",: 10,The predicates are not equivalent and neither is stronger.
395,395,202406_JokInTheBox,stakeIndex<stakes[msg.sender].length,: 10,The predicates are not equivalent and neither is stronger.
396,396,202406_JokInTheBox,!currentStake.unstaked,: 10,The predicates are not equivalent and neither is stronger.
397,397,202406_JokInTheBox,currentDay>currentStake.stakedDay+currentStake.lockPeriod,: 10,The predicates are not equivalent and neither is stronger.
398,398,202406_JokInTheBox,"jokToken.transfer(msg.sender,currentStake.amountStaked)",: 10,The predicates are not equivalent and neither is stronger.
399,399,202406_JokInTheBox,msg.sender==owner()||msg.sender==bot,: 10,The predicates are not equivalent and neither is stronger.
400,400,202406_JokInTheBox,lockPeriod!=0,: 10,The predicates are not equivalent and neither is stronger.
401,401,202406_JokInTheBox,_ethTax<=100,: 10,The predicates are not equivalent and neither is stronger.
402,402,202406_JokInTheBox,_maxPercentage<=100,: 10,The predicates are not equivalent and neither is stronger.
403,403,202406_WIFCOIN_ETH,b<=a,"Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
404,404,202406_WIFCOIN_ETH,b>0,": unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
405,405,202406_WIFCOIN_ETH,b>0,": unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
406,406,202406_WIFCOIN_ETH,address(this).balance>=amount,"have reverted"");",The predicates are not equivalent and neither is stronger.
407,407,202406_WIFCOIN_ETH,success,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
408,408,202406_WIFCOIN_ETH,address(this).balance>=value,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
409,409,202406_WIFCOIN_ETH,isContract(target),"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
410,410,202406_WIFCOIN_ETH,isContract(target),"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
411,411,202406_WIFCOIN_ETH,isContract(target),"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
412,412,202406_WIFCOIN_ETH,"(value==0)||(token.allowance(address(this),spender)==0)","require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
413,413,202406_WIFCOIN_ETH,oldAllowance>=value,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
414,414,202406_WIFCOIN_ETH,"abi.decode(returndata,(bool))","require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
415,415,202406_WIFCOIN_ETH,_status!=_ENTERED,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
416,416,202406_WIFCOIN_ETH,owner()==_msgSender(),"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
417,417,202406_WIFCOIN_ETH,newOwner!=address(0),"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
418,418,202406_WIFCOIN_ETH,_amount>0,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
419,419,202406_WIFCOIN_ETH,IERC20(stakingToken).balanceOf(msg.sender)>=_amount,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
420,420,202406_WIFCOIN_ETH,_stakingId<planLimit,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
421,421,202406_WIFCOIN_ETH,!plan.conclude,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
422,422,202406_WIFCOIN_ETH,_burnRate==10||_burnRate==25||_burnRate==40,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
423,423,202406_WIFCOIN_ETH,_canWithdraw>=_amount,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
424,424,202406_WIFCOIN_ETH,remainingAmountToUnstake==0,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
425,425,202406_WIFCOIN_ETH,_burnRate==10||_burnRate==25||_burnRate==40,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
426,426,202406_WIFCOIN_ETH,stakes[_stakingId][msg.sender].length>0,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
427,427,202406_WIFCOIN_ETH,_earned>0,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
428,428,202406_WIFCOIN_ETH,_earned>totalRewardsPerWalletPerPlan[_stakingId][msg.sender],"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
429,429,202406_WIFCOIN_ETH,_stakedAmount>=_amount,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
430,430,202406_WIFCOIN_ETH,remainingAmountToUnstake==0,"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
431,431,202406_WIFCOIN_ETH,_amount<IERC20(stakingToken).balanceOf(address(this)),"require(success,""Address: unable to send value, recipient may have reverted"");",The predicates are not equivalent and neither is stronger.
432,432,202408_OMPxContract,msg.sender==owner,"10000000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
433,433,202408_OMPxContract,newOwner!=address(0),"0000000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
434,434,202408_OMPxContract,!halted,"Discount(100000000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
435,435,202408_OMPxContract,halted,"Discount(100000000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
436,436,202408_OMPxContract,_to!=address(0),"100000000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
437,437,202408_OMPxContract,_value<=balances[msg.sender],"000000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
438,438,202408_OMPxContract,_value<=balances[msg.sender],"00000000000000000000000,100);",The predicates are not equivalent and neither is stronger.
439,439,202408_OMPxContract,newReceiver!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
440,440,202408_OMPxContract,purchaseValue>=0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
441,441,202408_OMPxContract,amount>=0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
442,442,202408_OMPxContract,block.timestamp>=lastInteractionTimestamp[msg.sender]+30seconds,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
443,443,202408_OMPxContract,tokensToPurchase>0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
444,444,202408_OMPxContract,msg.value>0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
445,445,202408_OMPxContract,maxPrice>=0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
446,446,202408_OMPxContract,currentPrice<=maxPrice,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
447,447,202408_OMPxContract,msg.value>=tokensToPurchase.mul(maxPrice).div(1e18),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
448,448,202408_OMPxContract,msg.value>=totalDealPrice,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
449,449,202408_OMPxContract,oddEthers<msg.value,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
450,450,202408_OMPxContract,currentPrice>=minPrice,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
451,451,202408_OMPxContract,tokensToBuyBack>0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
452,452,202408_OMPxContract,tokensToBuyBack<=token.balanceOf(msg.sender),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
453,453,202408_OMPxContract,tokensToPurchaseUp<=tokensAvailableByCurrentPrice,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
454,454,202408_OMPxContract,recs[msg.sender].addr!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
455,455,202408_OMPxContract,rec.balance>=1e12,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
456,456,202408_OMPxContract,_rec!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
457,457,202408_OMPxContract,share>0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
458,458,202408_OMPxContract,recs[_rec].addr==address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
459,459,202408_OMPxContract,_rec!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
460,460,202408_OMPxContract,share>0,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
461,461,202408_OMPxContract,recs[_rec].addr!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
462,462,202408_OMPxContract,_rec!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
463,463,202408_OMPxContract,recs[_rec].addr!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
464,464,202408_OMPxContract,msg.sender!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
465,465,202408_OMPxContract,_newRec!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
466,466,202408_OMPxContract,recs[msg.sender].addr!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
467,467,202408_OMPxContract,recs[_newRec].addr==address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
468,468,202408_OMPxContract,recs[msg.sender].addr!=_newRec,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
469,469,202408_OMPxContract,_to!=address(0),token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
470,470,202408_OMPxContract,_value<=balances[_from],token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
471,471,202408_OMPxContract,_value<=allowed[_from][msg.sender]||msg.sender==owner,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
472,472,202408_OMPxContract,!mintingFinished,token = OMPxToken(0x0000000000000000000000000000000000000000);,The predicates are not equivalent and neither is stronger.
473,473,202409_Bedrock_DeFi,address(this).balance>=amount,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
474,474,202409_Bedrock_DeFi,success,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
475,475,202409_Bedrock_DeFi,address(this).balance>=value,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
476,476,202409_Bedrock_DeFi,isContract(target),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
477,477,202409_Bedrock_DeFi,address(this).balance>=amount,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
478,478,202409_Bedrock_DeFi,success,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
479,479,202409_Bedrock_DeFi,address(this).balance>=value,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
480,480,202409_Bedrock_DeFi,isContract(target),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
481,481,202409_Bedrock_DeFi,denominator>prod1,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
482,482,202409_Bedrock_DeFi,(isTopLevelCall&&_initialized<1)||(!AddressUpgradeable.isContract(address(this))&&_initialized==1),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
483,483,202409_Bedrock_DeFi,!_initializing&&_initialized<version,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
484,484,202409_Bedrock_DeFi,_initializing,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
485,485,202409_Bedrock_DeFi,!_initializing,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
